species	max_age	min_age	lat	lon	family	mean_age	source	kingdom	citation
Bassariscus	4.9	1.8	37.133331	-100.48333	Procyonidae	3.35	pbdb	Animalia	P. R. Bjork. 1973. Additional Carnivores from the Rexroad Formation (Upper Pliocene) of Southwestern Kansas. Transactions of the Kansas Academy of Sciences 76(1):24-38
Bassariscus	4.9	1.8	32.900002	-117.099998	Procyonidae	3.35	pbdb	Animalia	M. L. Cassiliano. 1999. Biostratigraphy of Blancan and Irvingtonian mammals in the Fish Creek-Vallecito Creek section, southern California, and a review of the Blancan-Irvingtonian boundary. Journal of Vertebrate Paleontology 19(1):169-186
Bassariscus	4.9	1.8	32.716667	-100.916664	Procyonidae	3.35	pbdb	Animalia	W. W. Dalquest. 1978. Early Blancan mammals of the Beck Ranch local fauna of Texas. Journal of Mammalogy 59(2):269-298
Bassariscus	4.9	1.8	47.0	-118.5	Procyonidae	3.35	pbdb	Animalia	J. K. Morgan and N. H. Morgan. 1995. A New Species of Capromeryx (Mammalia: Artiodactyla) from the Taunton Local Fauna of Washington, and the Correlation with Other Blancan Faunas of Washington and Idaho. Journal of Vertebrate Paleontology 15(1):160-170
Bassariscus	4.9	1.8	37.200001	-100.300003	Procyonidae	3.35	pbdb	Animalia	C. W. Hibbard. 1970. in Dort and Jones 
Bassariscus	15.97	13.6	42.683334	-102.849998	Procyonidae	14.785	pbdb	Animalia	J. A. Baskin. 2004. Bassariscus and Probassariscus (Mammalia, Carnivora, Procyonidae) from the early Barstovian (Middle Miocene). Journal of Vertebrate Paleontology 24(3):709-720
Bassariscus	15.97	13.6	35.5	-106.199997	Procyonidae	14.785	pbdb	Animalia	J. A. Baskin. 2004. Bassariscus and Probassariscus (Mammalia, Carnivora, Procyonidae) from the early Barstovian (Middle Miocene). Journal of Vertebrate Paleontology 24(3):709-720
Bassariscus	15.97	13.6	35.5	-106.199997	Procyonidae	14.785	pbdb	Animalia	J. A. Baskin. 2004. Bassariscus and Probassariscus (Mammalia, Carnivora, Procyonidae) from the early Barstovian (Middle Miocene). Journal of Vertebrate Paleontology 24(3):709-720
Blarina	0.126	0.0	37.334721	-80.67916899999999	Soricidae	0.063	pbdb	Animalia	R. E. Weems and B. B. Higgins. 1977. Post-Wisconsinan Vertebrate Remains from a Fissure Deposit Near Ripplemead, Virginia. The NSS bulletin; quarterly journal of the National Speleological Society 39(4):106-108
Blarina	0.126	0.0117	38.357777	-79.083054	Soricidae	0.06885	pbdb	Animalia	J. E. Guilday. 1962. The Pleistocene local fauna of the Natural Chimneys, Augusta County, Virginia. Annals of Carnegie Museum 36(9):87-122
Blarina	1.8	0.3	33.75	-99.5	Soricidae	1.05	pbdb	Animalia	C. W. Hibbard and W. W. Dalquest. 1966. Contributions from the Museum of Paleontology, University of Michigan 21(1)
Blarina	1.8	0.012	39.0	-98.199997	Soricidae	0.906	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Blarina	1.8	0.3	36.0	-93.199997	Soricidae	1.05	pbdb	Animalia	J. W. Gidley and C. L. Gazin. 1938. The Pleistocene vertebrate fauna from Cumberland Cave, Maryland. United States National Museum Bulletin 171:1-99
Blarina	1.8	0.3	34.0	-99.800003	Soricidae	1.05	pbdb	Animalia	W. W. Dalquest. 1962. The Good Creek Formation, Pleistocene of Texas, and Its Fauna. Journal of Paleontology 36(3)
Blarina	1.8	0.3	40.200001	-98.099998	Soricidae	1.05	pbdb	Animalia	L. D. Martin. 1969. University of Nebraska MS thesis 
Blarina	0.126	0.0	37.616669	-91.833336	Soricidae	0.063	pbdb	Animalia	B. W. Schubert. 2003. A late Pleistocene and early Holocene mammalian fauna from Little Beaver Cave, Central Ozarks, Missouri. Pp. 149-200 in Ice Age Cave Faunas of North America (B. W. Schubert, J. I. Mead, and R. W. Graham, eds.). Indiana University Press, Bloomington. 
Blarina	1.8	0.3	40.200001	-75.300003	Soricidae	1.05	pbdb	Animalia	J. W. Gidley and C. L. Gazin. 1938. The Pleistocene vertebrate fauna from Cumberland Cave, Maryland. United States National Museum Bulletin 171:1-99
Blarina	2.588	0.0	38.458332	-79.898888	Soricidae	1.294	pbdb	Animalia	C. O. Handley, Jr. 1956. Bones of mammals From West Virginia caves . American Midland Naturalist 56(1):250-256
Blarina	0.126	0.0	37.616669	-91.833336	Soricidae	0.063	pbdb	Animalia	B. W. Schubert. 2003. A late Pleistocene and early Holocene mammalian fauna from Little Beaver Cave, Central Ozarks, Missouri. Pp. 149-200 in Ice Age Cave Faunas of North America (B. W. Schubert, J. I. Mead, and R. W. Graham, eds.). Indiana University Press, Bloomington. 
Blarina	1.8	0.3	39.599998	-78.699997	Soricidae	1.05	pbdb	Animalia	J. E. Guilday. 1971. The Pleistocene history of the Appalachian mammal fauna. Research Division Monograph, Virginia Polytechnic Institute and State University 4:233-262
Blarina	1.8	0.3	36.799999	-100.5	Soricidae	1.05	pbdb	Animalia	A. Starrett. 1956.  Pleistocene Mammals of the Berends Fauna of Oklahoma. Journal of Paleontology 30(5):1187-1192
Blarina	1.8	0.3	37.200001	-100.300003	Soricidae	1.05	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	1.8	0.3	41.200001	-96.599998	Soricidae	1.05	pbdb	Animalia	R. M. Chandler and L. D. Martin. 1988. Current Research in the Pleistocene 5
Blarina	1.8	0.3	38.700001	-98.099998	Soricidae	1.05	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	1.8	0.3	38.700001	-79.300003	Soricidae	1.05	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	4.9	1.8	37.5	-98.0	Soricidae	3.35	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	2.588	0.0117	34.200001	-84.800003	Soricidae	1.29985	pbdb	Animalia	C. E. Ray. 1967. Pleistocene mammals from Ladds, Bartow County, Georgia. Bulletin of the Georgia Academy of Science 25(3):120-150
Blarina	0.126	0.0	36.183334	-86.783333	Soricidae	0.063	pbdb	Animalia	J. E. Guilday. 1977. Sabertooth cat, Smilodon floridanus (Leidy), and associated fauna from a Tennessee Cave (40 Dv 40), the First American Bank site. Journal of the Tennessee Academy of Science 52(3):84-94
Blarina	0.126	0.0117	38.833332	-79.283333	Soricidae	0.06885	pbdb	Animalia	J. E. Guilday and H. W. Hamilton. 1978. Ecological Significance of Displaced Boreal Mammals in West Virginia Caves. Journal of Mammalogy 59(1):176-181
Blarina	1.8	0.3	36.700001	-99.900002	Soricidae	1.05	pbdb	Animalia	J. J. Stephens. 1960. Stratigraphy and Paleontology of a late Pleistocene basin, Harper County, Oklahoma. Geological Society America Bulletin 71
Blarina	0.126	0.0117	37.097298	-81.33609799999998	Soricidae	0.06885	pbdb	Animalia	F. Grady and D. A. Hubbard. 2009. Fossil Mammals From Island Ford Cave, Virginia, USA. Proceedings of the 15th International Speleological Congress 1:86-89
Blarina	2.588	0.0117	38.605556	-79.370834	Soricidae	1.29985	pbdb	Animalia	F. Grady and E. R. Garton. 2000. Paleontology and historic field trip of the John Guilday Cave Preserve (Trout Rock). Bulletin - West Virginia Speleological Survey 14:241-244
Blarina	0.126	0.0117	38.476665	-78.892776	Soricidae	0.06885	pbdb	Animalia	D. A. Hubbard and F. Grady. 2001. Melrose Caverns: A Late Pleistocene Vertebrate Locality in Virginia, U.S.A. 13th International Congress of Speleology 
Blarina	0.126	0.0117	28.083332	-80.599998	Soricidae	0.06885	pbdb	Animalia	C. E. Ray. 1958. Additions to the Pleistocene mammalian fauna from Melbourne, Florida. Bulletin of the Museum of Comparative Zoology 119:419-449
Blarina	0.126	0.0117	37.200001	-100.300003	Soricidae	0.06885	pbdb	Animalia	C. W. Hibbard and D. W. Taylor. 1960. Two Late Pleistocene Faunas from Southwestern Kansas. Contributions from the Museum of Paleontology, University of Michigan 16(1):1-223
Blarina	0.126	0.0117	31.983334000000006	-81.066666	Soricidae	0.06885	pbdb	Animalia	R. C. Hulbert, Jr. and A. E. Pratt. 1998. Pleistocene (Rancholabrean) vertebrate faunas from coastal Georgia. Journal of Vertebrate Paleontology 18(2):412-429
Blarina	1.8	0.3	38.700001	-79.300003	Soricidae	1.05	pbdb	Animalia	F. Grady and E. R. Garton. 2000. Paleontology and historic field trip of the John Guilday Cave Preserve (Trout Rock). Bulletin - West Virginia Speleological Survey 14:241-244
Blarina	4.9	1.8	39.900002	-97.699997	Soricidae	3.35	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	2.588	0.0117	37.543331	-80.398888	Soricidae	1.29985	pbdb	Animalia	F. Grady. 1988. A preliminary account of the Pleistocene mammals from Patton Cave, Monroe County, West Virginia. The National Speleological Society Bulletin 50(1):9-16
Blarina	0.126	0.0117	29.407499	-82.476387	Soricidae	0.06885	pbdb	Animalia	R. A. Martin and S. D. Webb. 1974. Late Pleistocene mammals from the Devil's Den Fauna, Levy County.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Blarina	0.126	0.0117	38.086109	-79.656944	Soricidae	0.06885	pbdb	Animalia	J. E. Guilday, P. W. Parmalee, and H. W. Hamilton. 1977. The Clark's Cave bone deposit and the Late Pleistocene paleoecology of the central Appalachian Mountains of Virginia. Bulletin of Carnegie Museum of Natural History 2:1-87
Blarina	0.126	0.0117	38.833332	-79.29583000000002	Soricidae	0.06885	pbdb	Animalia	J. E. Guilday and H. W. Hamilton. 1978. Ecological Significance of Displaced Boreal Mammals in West Virginia Caves. Journal of Mammalogy 59(1):176-181
Blarina	1.8	0.3	34.5	-101.699997	Soricidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Blarina	0.126	0.0117	38.577221	-79.363609	Soricidae	0.06885	pbdb	Animalia	J. E. Guilday and H. W. Hamilton. 1978. Ecological Significance of Displaced Boreal Mammals in West Virginia Caves. Journal of Mammalogy 59(1):176-181
Blarina	1.8	0.3	38.400002	-98.099998	Soricidae	1.05	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	0.3	0.012	27.799999	-82.800003	Soricidae	0.156	pbdb	Animalia	P. F. Karrow, G. S. Morgan, and R. W. Portell, E. Simons, K. Auffenberg. 1996. 
Blarina	0.126	0.0117	34.719722999999995	-87.767776	Soricidae	0.06885	pbdb	Animalia	D. R. Womochel and W. S. Barnett. 1980. The Pleistocene vertebrate assemblage of Little Bear Cave, Colbert County, Alabama. Field trips for the Southeastern Section of the Geological Society of America 
Blarina	1.8	0.3	39.799999	-77.199997	Soricidae	1.05	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	0.126	0.0117	28.716667	-81.449997	Soricidae	0.06885	pbdb	Animalia	K. T. Wilkins. 1983. Pleistocene mammals from the Rock Springs Local Fauna, Central Florida. Brimleyana 9:69-82
Blarina	1.8	0.3	37.200001	-100.300003	Soricidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Blarina	0.126	0.0117	29.4	-82.599998	Soricidae	0.06885	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	1.8	0.3	37.200001	-100.300003	Soricidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Blarina	0.126	0.0117	31.983334000000006	-81.066666	Soricidae	0.06885	pbdb	Animalia	R. C. Hulbert, Jr. and A. E. Pratt. 1998. Pleistocene (Rancholabrean) vertebrate faunas from coastal Georgia. Journal of Vertebrate Paleontology 18(2):412-429
Blarina	0.126	0.0117	29.799999	-82.099998	Soricidae	0.06885	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	1.8	0.3	27.041668	-81.821114	Soricidae	1.05	pbdb	Animalia	G. S. Morgan and J. A. White. 1995. Small mammals (Insectivora, Lagomorpha, and Rodentia) from the early Pleistocene (early Irvingtonian) Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(13)
Blarina	1.8	0.3	39.799999	-95.0	Soricidae	1.05	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	1.8	0.3	37.200001	-100.300003	Soricidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Blarina	1.8	0.3	39.599998	-78.699997	Soricidae	1.05	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	0.3	0.012	29.1	-82.300003	Soricidae	0.156	pbdb	Animalia	S. D. Webb and K. T. Wilkins. 1984. Carnegie Museum of Natural History Special Publication 8
Blarina	0.126	0.0117	29.6	-82.416664	Soricidae	0.06885	pbdb	Animalia	S. D. Webb and K. T. Wilkins. 1984. Carnegie Museum of Natural History Special Publication 8
Blarina	1.8	0.3	45.433334	-99.866669	Soricidae	1.05	pbdb	Animalia	R. A. Martin. 1989. Arvicolid Rodents of the Early Pleistocene Java Local Fauna from North-Central South Dakota. Journal of Vertebrate Paleontology 9(4):438-450
Blarina	1.8	0.3	27.9	-81.800003	Soricidae	1.05	pbdb	Animalia	G. S. Morgan and J. A. White. 1995. Small mammals (Insectivora, Lagomorpha, and Rodentia) from the early Pleistocene (early Irvingtonian) Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(13)
Blarina	1.8	0.3	27.700001	-82.5	Soricidae	1.05	pbdb	Animalia	G. S. Morgan and J. A. White. 1995. Small mammals (Insectivora, Lagomorpha, and Rodentia) from the early Pleistocene (early Irvingtonian) Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(13)
Blarina	1.8	0.3	29.011944	-82.668053	Soricidae	1.05	pbdb	Animalia	D. R. Ruez, Jr. 2001. Early Irvingtonian (latest Pliocene) rodents from Inglis 1C, Citrus County, Florida. Journal of Vertebrate Paleontology 21(1):153-171
Blarina	1.8	0.3	28.799168	-82.070274	Soricidae	1.05	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	4.9	1.8	29.0	-82.68	Soricidae	3.35	pbdb	Animalia	S. D. Webb and K. T. Wilkins. 1984. Carnegie Museum of Natural History Special Publication 8
Blarina	1.8	0.3	29.683332	-82.566666	Soricidae	1.05	pbdb	Animalia	G. S. Morgan and J. A. White. 1995. Small mammals (Insectivora, Lagomorpha, and Rodentia) from the early Pleistocene (early Irvingtonian) Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(13)
Blarina	0.126	0.0117	29.799999	-82.099998	Soricidae	0.06885	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Blarina	0.126	0.0117	27.5	-82.5	Soricidae	0.06885	pbdb	Animalia	C. A. Jones et al. 1984. Carnegie Museum of Natural History Special Publication 8:56-148
Brachyerix	24.8	20.43	29.200001	-103.199997	Erinaceidae	22.615000000000002	pbdb	Animalia	M. S. Stevens. 1977. Further study of Castolon Local Fauna (Early Miocene), Big Bend National Park, Texas. The Pearce-Sellards Series 28:1-69
Brachyerix	15.97	13.6	34.799999	-117.0	Erinaceidae	14.785	pbdb	Animalia	T. H. V. Rich. 1981. Origin and History of the Erinaceinae and Brachyericinae (Mammalia, Insectivora) in North America. Bulletin of the American Museum of Natural History 171(1):1-116
Brachyerix	20.43	15.97	42.400002	-103.800003	Erinaceidae	18.2	pbdb	Animalia	M. F. Skinner, S. M. Skinner, and R. J. Gooris. 1977. Stratigraphy and biostratigraphy of late Cenozoic deposits in central Sioux County, western Nebraska. Bulletin of the American Museum of Natural History 158(5):263-370
Brachyerix	15.97	13.6	45.926109	-111.294724	Erinaceidae	14.785	pbdb	Animalia	J. F. Sutton and W. W. Korth. 1995. Annals of Carnegie Museum 64(4)
Brachyerix	15.97	13.6	38.099998	-117.300003	Erinaceidae	14.785	pbdb	Animalia	T. H. V. Rich. 1981. Origin and History of the Erinaceinae and Brachyericinae (Mammalia, Insectivora) in North America. Bulletin of the American Museum of Natural History 171(1):1-116
Brachyerix	15.97	13.6	49.200001	-106.199997	Erinaceidae	14.785	pbdb	Animalia	J. E. Storer. 1970. University of Toronto, Ph. D. thesis 
Brachyerix	15.97	13.6	43.099998	-98.300003	Erinaceidae	14.785	pbdb	Animalia	M. Green. 1985. Micromammals from the Miocene Bijou Hills local fauna, Southb Dakota. Dakoterra 2(2):141-154
Brachyerix	20.43	15.97	42.75	-102.0	Erinaceidae	18.2	pbdb	Animalia	B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
Brachyerix	20.43	15.97	43.200001	-107.099998	Erinaceidae	18.2	pbdb	Animalia	J. Munthe. 1988. Miocene mammals of the Split Rock area, Granite Mountains basin, central Wyoming. University of California Publications in Geological Sciences 126:1-136
Brachyerix	20.43	15.97	43.200001	-108.199997	Erinaceidae	18.2	pbdb	Animalia	J. Munthe. 1988. Miocene mammals of the Split Rock area, Granite Mountains basin, central Wyoming. University of California Publications in Geological Sciences 126:1-136
Brachyerix	20.43	15.97	43.200001	-108.199997	Erinaceidae	18.2	pbdb	Animalia	J. Munthe. 1988. Miocene mammals of the Split Rock area, Granite Mountains basin, central Wyoming. University of California Publications in Geological Sciences 126:1-136
Brachyerix	20.43	15.97	42.799999	-103.099998	Erinaceidae	18.2	pbdb	Animalia	T. Galusha. 1975. Stratigraphy of the Box Butte Formation, Nebraska. Bulletin of the American Museum of Natural History 156(1)
Brachyerix	20.43	15.97	43.200001	-108.199997	Erinaceidae	18.2	pbdb	Animalia	J. Munthe. 1988. Miocene mammals of the Split Rock area, Granite Mountains basin, central Wyoming. University of California Publications in Geological Sciences 126:1-136
Brachyerix	20.43	15.97	43.200001	-107.099998	Erinaceidae	18.2	pbdb	Animalia	J. Munthe. 1988. Miocene mammals of the Split Rock area, Granite Mountains basin, central Wyoming. University of California Publications in Geological Sciences 126:1-136
Brachyerix	20.43	15.97	42.75	-102.0	Erinaceidae	18.2	pbdb	Animalia	B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
Brachyerix	20.43	15.97	43.200001	-108.199997	Erinaceidae	18.2	pbdb	Animalia	J. Munthe. 1988. Miocene mammals of the Split Rock area, Granite Mountains basin, central Wyoming. University of California Publications in Geological Sciences 126:1-136
Brachyerix	20.43	15.97	43.200001	-108.199997	Erinaceidae	18.2	pbdb	Animalia	J. Munthe. 1988. Miocene mammals of the Split Rock area, Granite Mountains basin, central Wyoming. University of California Publications in Geological Sciences 126:1-136
Brachyerix	20.43	15.97	43.200001	-108.199997	Erinaceidae	18.2	pbdb	Animalia	J. Munthe. 1988. Miocene mammals of the Split Rock area, Granite Mountains basin, central Wyoming. University of California Publications in Geological Sciences 126:1-136
Brachyerix	20.43	15.97	42.374001	-103.317703	Erinaceidae	18.2	pbdb	Animalia	B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
Brachyerix	20.43	15.97	42.400002	-103.800003	Erinaceidae	18.2	pbdb	Animalia	M. F. Skinner, S. M. Skinner, and R. J. Gooris. 1977. Stratigraphy and biostratigraphy of late Cenozoic deposits in central Sioux County, western Nebraska. Bulletin of the American Museum of Natural History 158(5):263-370
