species	max_age	min_age	lat	lon	family	mean_age	source	kingdom	citation
Odocoileus	0.126	0.0117	40.200001	-84.683334	Cervidae	0.06885	pbdb	Animalia	R. S. Mills. 1975. A ground sloth, Megalonyx, from a Pleistocene site in Darke Co, Ohio. Ohio Journal of Science 75(3):147-155
Odocoileus	1.8	0.3	33.75	-99.5	Cervidae	1.05	pbdb	Animalia	W. W. Dalquest and R. M. Carpenter. 1988. Early Pleistocene (Irvingtonian) mammals from the Seymour Formation, Knox and Baylor Counties, Texas, exclusive of Camelidae. Occasional Papers, Museum, Texas Tech University 124
Odocoileus	1.8	0.3	42.700001	-102.5	Cervidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Odocoileus	1.8	0.3	34.0	-99.800003	Cervidae	1.05	pbdb	Animalia	W. W. Dalquest. 1962. The Good Creek Formation, Pleistocene of Texas, and Its Fauna. Journal of Paleontology 36(3)
Odocoileus	1.8	0.3	39.799999	-77.199997	Cervidae	1.05	pbdb	Animalia	J. E. Guilday et al. 1984.  In W. C. Mahaney (ed.), Correlation of Quaternary Chronologies 
Odocoileus	1.8	0.3	33.214443	-80.448059	Cervidae	1.05	pbdb	Animalia	M. J. Kohn, M. P. McKay, and J. L. Knight. 2005. Dining in the Pleistocene -- who's on the menu?. Geology 33(8):649-652
Odocoileus	1.8	0.3	29.799999	-82.099998	Cervidae	1.05	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Odocoileus	1.8	0.3	27.9	-81.800003	Cervidae	1.05	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Odocoileus	0.126	0.0117	38.833332	-79.29583000000002	Cervidae	0.06885	pbdb	Animalia	J. E. Guilday and H. W. Hamilton. 1978. Ecological Significance of Displaced Boreal Mammals in West Virginia Caves. Journal of Mammalogy 59(1):176-181
Odocoileus	2.588	0.0117	35.533333	-84.433334	Cervidae	1.29985	pbdb	Animalia	G. G. Simpson. 1941. Discovery of jaguar bones and footprints in a cave in Tennessee. American Museum Novitates 1131:1-12
Odocoileus	1.8	0.3	33.700001	-101.900002	Cervidae	1.05	pbdb	Animalia	W. W. Dalquest. 1967.  Mammals of the Pleistocene Slaton Local Fauna of Texas. Southwestern Naturalist 12(1):1-30
Odocoileus	4.9	0.3	29.799999	-82.099998	Cervidae	2.6	pbdb	Animalia	R. C. Hulbert. 2010. A new early Pleistocene tapir (Mammalia: Perissodactyla) from Florida, with a review of Blancan tapirs from around the state. Bulletin of the Florida Museum of Natural History 49(3):67-126
Odocoileus	0.126	0.0117	38.357777	-79.083054	Cervidae	0.06885	pbdb	Animalia	J. E. Guilday. 1962. The Pleistocene local fauna of the Natural Chimneys, Augusta County, Virginia. Annals of Carnegie Museum 36(9):87-122
Odocoileus	0.0117	0.0	36.787498	-78.933334	Cervidae	0.00585	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Odocoileus	0.126	0.0117	38.332222	-79.570274	Cervidae	0.06885	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Odocoileus	4.9	1.8	27.299999	-80.800003	Cervidae	3.35	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Odocoileus	0.126	0.0117	36.9575	-81.769165	Cervidae	0.06885	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Odocoileus	0.0117	0.0	38.628056	-78.41471899999998	Cervidae	0.00585	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Odocoileus	0.126	0.0	38.66722100000001	-78.500557	Cervidae	0.063	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Odocoileus	0.3	0.012	27.799999	-82.800003	Cervidae	0.156	pbdb	Animalia	P. F. Karrow, G. S. Morgan, and R. W. Portell, E. Simons, K. Auffenberg. 1996. 
Odocoileus	1.8	0.3	29.4	-82.599998	Cervidae	1.05	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Odocoileus	1.8	0.3	26.9	-82.0	Cervidae	1.05	pbdb	Animalia	S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Odocoileus	0.3	0.012	29.1	-82.300003	Cervidae	0.156	pbdb	Animalia	S. D. Webb and K. T. Wilkins. 1984. Carnegie Museum of Natural History Special Publication 8
Odocoileus	2.588	0.0117	39.23027800000001	-78.13666500000002	Cervidae	1.29985	pbdb	Animalia	R. Eshelman and F. Grady. 1986. Quaternary vertebrate localities of Virginia and their avian and mammalian fauna. Virginia Division of Mineral Resources, Publication 75:43-70
Odocoileus	0.126	0.0117	29.566668	-95.050003	Cervidae	0.06885	pbdb	Animalia	T. C. Kaspar and W. L. McClure. 1976. The Taylor Bayou Local Fauna (Pleistocene) near Houston, Texas. Southwestern Naturalist 21(1):9-16
Odocoileus	1.8	0.3	27.0	-82.199997	Cervidae	1.05	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Odocoileus	4.9	1.8	29.700001	-82.599998	Cervidae	3.35	pbdb	Animalia	S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Odocoileus	0.126	0.0117	41.266666	-85.86666899999999	Cervidae	0.06885	pbdb	Animalia	M. W. Lyon, Jr. 1931. A small collection of Pleistocene mammals from Laporte County, Indiana . American Midland Naturalist 12(10):406-410
Odocoileus	4.9	1.8	29.799999	-82.099998	Cervidae	3.35	pbdb	Animalia	S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Odocoileus	4.9	1.8	27.366667	-82.449997	Cervidae	3.35	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Odocoileus	4.9	0.3	29.690001	-82.559998	Cervidae	2.6	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Odocoileus	1.8	0.3	40.200001	-75.300003	Cervidae	1.05	pbdb	Animalia	J. W. Gidley and C. L. Gazin. 1938. The Pleistocene vertebrate fauna from Cumberland Cave, Maryland. United States National Museum Bulletin 171:1-99
Odocoileus	2.588	0.0117	36.266666	-83.13333100000001	Cervidae	1.29985	pbdb	Animalia	A. R. Cahn. 1939. Pleistocene fossils from a cave in Anderson County, Tennessee. Journal of Mammalogy 20(2):248-250
Odocoileus	2.588	0.0117	36.150002	-84.099998	Cervidae	1.29985	pbdb	Animalia	A. R. Cahn. 1939. Pleistocene fossils from a cave in Anderson County, Tennessee. Journal of Mammalogy 20(2):248-250
Odocoileus	1.8	0.3	29.700001	-82.599998	Cervidae	1.05	pbdb	Animalia	S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Odocoileus	0.126	0.0117	30.366667	-83.900002	Cervidae	0.06885	pbdb	Animalia	S. D. Webb, J. T. Milanich, and R. Alexon, J. S. Dunbar. 1984. A Bison antiquus kill site, Wacissa River, Jefferson County, Florida . American Antiquity 49(2):384-392
Odocoileus	1.8	0.3	27.9	-81.800003	Cervidae	1.05	pbdb	Animalia	S. D. Webb. 1974. Chronology of Florida Pleistocene mammals.  In S. D. Webb (ed.), Pleistocene Mammals of Florida 
Ondatra	0.126	0.0117	38.833332	-79.283333	Cricetidae	0.06885	pbdb	Animalia	J. E. Guilday and H. W. Hamilton. 1973. The Late Pleistocene small mammals of Eagle Cave, Pendleton County, West Virginia. Annals of the Carnegie Museum 44(5):45-58
Ondatra	1.8	0.3	27.9	-81.800003	Cricetidae	1.05	pbdb	Animalia	G. S. Morgan and J. A. White. 1995. Small mammals (Insectivora, Lagomorpha, and Rodentia) from the early Pleistocene (early Irvingtonian) Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(13)
Ondatra	1.8	0.3	45.433334	-99.866669	Cricetidae	1.05	pbdb	Animalia	R. A. Martin. 1989. Arvicolid Rodents of the Early Pleistocene Java Local Fauna from North-Central South Dakota. Journal of Vertebrate Paleontology 9(4):438-450
Ondatra	1.8	0.3	39.799999	-98.099998	Cricetidae	1.05	pbdb	Animalia	R. Eshelman and M. Hager. 1984. Carnegie Museum of Natural History Special Publication 8
Ondatra	1.8	0.3	27.9	-81.800003	Cricetidae	1.05	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Ondatra	1.8	0.3	33.799999	-99.699997	Cricetidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Ondatra	1.8	0.3	33.75	-99.5	Cricetidae	1.05	pbdb	Animalia	C. W. Hibbard and W. W. Dalquest. 1966. Contributions from the Museum of Paleontology, University of Michigan 21(1)
Ondatra	2.588	0.0117	38.700001	-79.300003	Cricetidae	1.29985	pbdb	Animalia	F. Grady and E. R. Garton. 2000. Paleontology and historic field trip of the John Guilday Cave Preserve (Trout Rock). Bulletin - West Virginia Speleological Survey 14:241-244
Ondatra	1.8	0.3	36.0	-93.199997	Cricetidae	1.05	pbdb	Animalia	J. W. Gidley and C. L. Gazin. 1938. The Pleistocene vertebrate fauna from Cumberland Cave, Maryland. United States National Museum Bulletin 171:1-99
Ondatra	1.8	0.3	35.0	-101.900002	Cricetidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Ondatra	1.8	0.3	37.200001	-100.300003	Cricetidae	1.05	pbdb	Animalia	G. R. Paulson. 1961. Papers of the Michigan Academy of Science, Arts, and Letters 46
Ondatra	1.8	0.3	40.200001	-99.400002	Cricetidae	1.05	pbdb	Animalia	L. D. Martin and C. B. Schultz. 1985. Small mammals of the Seneca and Sappa Local Faunas (post-Ogallala of Nebraska). Institute for Teriary-Quaternary Studies, TER-QUA Symposium Series 1:163-179
Ondatra	2.588	0.0117	38.605556	-79.370834	Cricetidae	1.29985	pbdb	Animalia	R. A. Martin, F. Marcolini, and F. Grady. 2009. The Early Pleistocene Hamilton Cave muskrats and a review of muskrat size change through the Late Neogene. Paludicola 7(2):61-66
Ondatra	1.8	0.3	34.5	-101.699997	Cricetidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Ondatra	1.8	0.3	38.700001	-79.300003	Cricetidae	1.05	pbdb	Animalia	B. Kurten and E. Anderson. 1980. Pleistocene mammals of North America 
Ondatra	1.8	0.3	33.75	-99.5	Cricetidae	1.05	pbdb	Animalia	C. W. Hibbard and W. W. Dalquest. 1966. Contributions from the Museum of Paleontology, University of Michigan 21(1)
Ondatra	0.126	0.0117	43.333332	-120.5	Cricetidae	0.06885	pbdb	Animalia	H. O. Elftman. 1931. Pleistocene mammals of Fossil Lake, Oregon. American Museum Novitates 481:1-21
Ondatra	0.7809999999999999	0.126	37.366669	-105.75	Cricetidae	0.45349999999999996	pbdb	Animalia	K. L. Rogers, C. A. Repenning, and R. M. Forester, E. E. Larson, S. A. Hall, G. R. Smith, E. Anderson, T. J. Brown. 1985. Middle Pleistocene (late Irvingtonian: Nebraskan) climatic changes in south-central Colorado. National Geograpic Research 1(4):535-563
Ondatra	1.8	0.3	39.799999	-95.0	Cricetidae	1.05	pbdb	Animalia	G. S. Morgan and J. A. White. 1995. Small mammals (Insectivora, Lagomorpha, and Rodentia) from the early Pleistocene (early Irvingtonian) Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(13)
Ondatra	1.8	0.3	39.599998	-78.699997	Cricetidae	1.05	pbdb	Animalia	J. E. Guilday. 1971. The Pleistocene history of the Appalachian mammal fauna. Research Division Monograph, Virginia Polytechnic Institute and State University 4:233-262
Ondatra	1.8	0.3	38.299999	-97.599998	Cricetidae	1.05	pbdb	Animalia	H. A. Semken, Jr. 1966. Contributions from the Museum of Paleontology, University of Michigan 20(6)
Ondatra	2.588	0.0117	38.605556	-79.370834	Cricetidae	1.29985	pbdb	Animalia	F. Grady and E. R. Garton. 2000. Paleontology and historic field trip of the John Guilday Cave Preserve (Trout Rock). Bulletin - West Virginia Speleological Survey 14:241-244
Ondatra	1.8	0.3	34.5	-101.300003	Cricetidae	1.05	pbdb	Animalia	W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas 
Ondatra	1.8	0.3	39.799999	-98.099998	Cricetidae	1.05	pbdb	Animalia	R. Eshelman and M. Hager. 1984. Carnegie Museum of Natural History Special Publication 8
Ondatra	1.8	0.3	38.700001	-79.300003	Cricetidae	1.05	pbdb	Animalia	C. A. Repenning and F. Grady. 1988. The microtine rodents of the Cheetah Room fauna, Hamilton Cave, West Virginia, and the spontaneous origin of Synaptomys. United States Geological Survey Bulletin 1853(4):1-32
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	4.9	1.8	43.0	-118.0	Cricetidae	3.35	pbdb	Animalia	J. T. Sankey. 1990. San Bernardino County Museum Association Quarterly 37(2)
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	4.9	1.8	42.900002	-116.0	Cricetidae	3.35	pbdb	Animalia	C. W. Hibbard. 1959. Papers of the Michigan Academy of Science, Arts, and Letters 44
Ondatra	1.8	0.3	38.799999	-119.5	Cricetidae	1.05	pbdb	Animalia	T. S. Kelly. 1997. Additional Late Cenozoic (latest Hemphillian to earliest Irvingtonian) mammals from Douglas County, Nevada. PaleoBios 18(1):1-31
Ondatra	1.8	0.3	40.200001	-75.300003	Cricetidae	1.05	pbdb	Animalia	E. D. Cope. 1896. New and Little Known Mammalia from the Port Kennedy Bone Deposit. Proceedings of the Academy of Natural Sciences of Philadelphia 48:378-394
Ondatra	4.9	1.8	43.0	-118.0	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	1.8	0.3	27.041668	-81.821114	Cricetidae	1.05	pbdb	Animalia	G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)
Ondatra	4.9	1.8	39.900002	-97.699997	Cricetidae	3.35	pbdb	Animalia	R. E. Eshelman. 1975. University of Michigan Papers on Paleontology 13:1-60
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	1.8	0.3	39.799999	-77.199997	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	39.900002	-97.699997	Cricetidae	3.35	pbdb	Animalia	R. E. Eshelman. 1975. University of Michigan Papers on Paleontology 13:1-60
Ondatra	4.9	1.8	39.900002	-97.699997	Cricetidae	3.35	pbdb	Animalia	R. E. Eshelman. 1975. University of Michigan Papers on Paleontology 13:1-60
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	1.8	0.3	34.383331	-116.183334	Cricetidae	1.05	pbdb	Animalia	H. M. Wagner and D. R. Prothero. 2001. Magnetic stratigraphy of the late Pliocene mammal-bearing deposits from Gypsum Ridge, San Bernardino County, California. Magnetic Stratigraphy of the Pacific Coast Cenozoic (D. R. Prothero, ed.) 
Ondatra	4.9	1.8	42.0	-101.0	Cricetidae	3.35	pbdb	Animalia	L. D. Martin and C. B. Schultz. 1985. Small mammals of the Seneca and Sappa Local Faunas (post-Ogallala of Nebraska). Institute for Teriary-Quaternary Studies, TER-QUA Symposium Series 1:163-179
Ondatra	1.8	0.3	40.200001	-75.300003	Cricetidae	1.05	pbdb	Animalia	J. W. Gidley and C. L. Gazin. 1938. The Pleistocene vertebrate fauna from Cumberland Cave, Maryland. United States National Museum Bulletin 171:1-99
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	4.9	1.8	43.0	-118.0	Cricetidae	3.35	pbdb	Animalia	J. T. Sankey. 1990. San Bernardino County Museum Association Quarterly 37(2)
Ondatra	4.9	1.8	32.0	-110.199997	Cricetidae	3.35	pbdb	Animalia	N. M. Johnson and Et al. 1975. Magnetic Polarity Stratigraphy of Pliocene-Pleistocene Terrestrial Deposits and Vertebrate Faunas, San Pedro Valley, Arizona. Geological Society America Bulletin 86
Ondatra	1.8	0.3	33.900002	-117.0	Cricetidae	1.05	pbdb	Animalia	L. B. Albright. 1999. Magnetostratigraphy and biochronology of the San Timoteo Badlands, southern California, with implications for local Pliocene–Pleistocene tectonic and depositional patterns. Geological Society America Bulletin 111(9):1265-1293
Ondatra	4.9	1.8	39.900002	-97.699997	Cricetidae	3.35	pbdb	Animalia	R. E. Eshelman. 1975. University of Michigan Papers on Paleontology 13:1-60
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	4.9	1.8	37.200001	-100.300003	Cricetidae	3.35	pbdb	Animalia	C. W. Hibbard. 1970. in Dort and Jones 
Ondatra	4.9	1.8	43.0	-118.0	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	0.3	29.799999	-82.099998	Cricetidae	2.6	pbdb	Animalia	R. C. Hulbert. 2010. A new early Pleistocene tapir (Mammalia: Perissodactyla) from Florida, with a review of Blancan tapirs from around the state. Bulletin of the Florida Museum of Natural History 49(3):67-126
Ondatra	4.9	1.8	43.0	-118.0	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	4.9	1.8	39.900002	-97.699997	Cricetidae	3.35	pbdb	Animalia	R. E. Eshelman. 1975. University of Michigan Papers on Paleontology 13:1-60
Ondatra	1.8	0.3	30.299999	-97.699997	Cricetidae	1.05	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	1.8	0.3	29.011944	-82.668053	Cricetidae	1.05	pbdb	Animalia	D. R. Ruez, Jr. 2001. Early Irvingtonian (latest Pliocene) rodents from Inglis 1C, Citrus County, Florida. Journal of Vertebrate Paleontology 21(1):153-171
Ondatra	4.9	1.8	29.0	-82.68	Cricetidae	3.35	pbdb	Animalia	S. D. Webb and K. T. Wilkins. 1984. Carnegie Museum of Natural History Special Publication 8
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	1.8	0.3	32.0	-110.199997	Cricetidae	1.05	pbdb	Animalia	N. M. Johnson and Et al. 1975. Magnetic Polarity Stratigraphy of Pliocene-Pleistocene Terrestrial Deposits and Vertebrate Faunas, San Pedro Valley, Arizona. Geological Society America Bulletin 86
Ondatra	1.8	0.3	32.900002	-117.099998	Cricetidae	1.05	pbdb	Animalia	M. L. Cassiliano. 1999. Biostratigraphy of Blancan and Irvingtonian mammals in the Fish Creek-Vallecito Creek section, southern California, and a review of the Blancan-Irvingtonian boundary. Journal of Vertebrate Paleontology 19(1):169-186
Ondatra	4.9	1.8	33.0	-109.599998	Cricetidae	3.35	pbdb	Animalia	T. Galusha and Et al. 1984. Biostratigraphy and magnetostratigraphy, late Pliocene rocks, 111 Ranch, Arizona. Geological Society America Bulletin 95
Ondatra	4.9	1.8	43.599998	-116.800003	Cricetidae	3.35	pbdb	Animalia	C. A. Repenning, T. R. Weasma, and G. R. Scott. 1995. The Early Pleistocene (Latest Blancan-Earliest Irvingtonian) Froman Ferry Fauna and History of the Glenns Ferry Formation, Southwestern Idaho. United States Geological Survey Bulletin 2105:1-86
Ondatra	4.9	1.8	37.5	-98.0	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	41.700001	-103.099998	Cricetidae	3.35	pbdb	Animalia	C. B. Schultz and T. M. Stout. 1948. Pleistocene of the Great Plains. Geological Society America Bulletin 59:553-588
Ondatra	4.9	1.8	42.700001	-100.0	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	34.5	-112.5	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	37.200001	-100.300003	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	43.900002	-110.800003	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	43.0	-118.0	Cricetidae	3.35	pbdb	Animalia	R. J. Zakrzewski. 1969. Contributions from the Museum of Paleontology, University of Michigan 23(1)
Ondatra	4.9	1.8	47.0	-118.5	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	42.799999	-114.900002	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	42.799999	-114.900002	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	42.799999	-114.900002	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	32.900002	-117.099998	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	43.0	-115.699997	Cricetidae	3.35	pbdb	Animalia	R. J. Zakrzewski. 1969. Contributions from the Museum of Paleontology, University of Michigan 23(1)
Ondatra	4.9	1.8	43.0	-115.699997	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	42.799999	-114.900002	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	42.799999	-114.900002	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	42.799999	-114.900002	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
Ondatra	4.9	1.8	42.816666	-114.949997	Cricetidae	3.35	pbdb	Animalia	J. X. Samuels, J. A. Meachem-Samuels, and P. A. Gensler. 2009. The first mid-Blancan occurrence of Agriotherium (Ursidae) in North America: a record from Hagerman Fossil Beds National Monument, Idaho. Journal of Paleontology 83(4):597-603
Ondatra	4.9	1.8	42.799999	-114.900002	Cricetidae	3.35	pbdb	Animalia	J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals. 
