x	y	veg	x_albers	y_albers
-113.25	55.75	0	-1139643	3719554
-112.75	55.75	0	-1106958	3713644
-112.25	55.75	0	-1074242	3707906
-111.75	55.75	0	-1041497	3702340
-111.25	55.75	0	-1008722	3696947
-110.75	55.75	0	-975920	3691726
-110.25	55.75	0	-943091	3686678
-109.75	55.75	0	-910235	3681802
-109.25	55.75	0	-877355	3677100
-108.75	55.75	0	-844450	3672570
-108.25	55.75	0	-811521	3668214
-107.75	55.75	0	-778571	3664031
-107.25	55.75	0	-745598	3660021
-106.75	55.75	0	-712605	3656185
-106.25	55.75	0	-679593	3652523
-105.75	55.75	0	-646561	3649034
-105.25	55.75	0	-613512	3645719
-104.75	55.75	0	-580446	3642579
-104.25	55.75	0	-547363	3639612
-103.75	55.75	0	-514266	3636819
-103.25	55.75	0	-481154	3634200
-102.75	55.75	0	-448029	3631756
-102.25	55.75	0	-414891	3629486
-101.75	55.75	0	-381742	3627390
-101.25	55.75	0	-348583	3625469
-100.75	55.75	0	-315413	3623722
-100.25	55.75	0	-282235	3622150
-99.75	55.75	0	-249050	3620752
-99.25	55.75	0	-215857	3619529
-98.75	55.75	0	-182658	3618481
-98.25	55.75	0	-149455	3617607
-97.75	55.75	0	-116247	3616908
-97.25	55.75	0	-83036	3616384
-96.75	55.75	0	-49822	3616035
-96.25	55.75	0	-16608	3615860
-95.75	55.75	0	16608	3615860
-95.25	55.75	0	49822	3616035
-94.75	55.75	0	83036	3616384
-94.25	55.75	0	116247	3616908
-93.75	55.75	0	149455	3617607
-93.25	55.75	0	182658	3618481
-92.75	55.75	0	215857	3619529
-92.25	55.75	0	249050	3620752
-91.75	55.75	0	282235	3622150
-91.25	55.75	0	315413	3623722
-90.75	55.75	0	348583	3625469
-90.25	55.75	0	381742	3627390
-89.75	55.75	0	414891	3629486
-89.25	55.75	0	448029	3631756
-88.75	55.75	0	481154	3634200
-88.25	55.75	0	514266	3636819
-87.75	55.75	0	547363	3639612
-87.25	55.75	0	580446	3642579
-86.75	55.75	0	613512	3645719
-76.75	55.75	1	1270059	3744912
-76.25	55.75	0	1302578	3751679
-75.75	55.75	0	1335060	3758618
-75.25	55.75	0	1367505	3765728
-74.75	55.75	0	1399913	3773008
-74.25	55.75	0	1432282	3780458
-73.75	55.75	0	1464611	3788079
-73.25	55.75	0	1496899	3795870
-72.75	55.75	1	1529147	3803830
-72.25	55.75	1	1561351	3811961
-71.75	55.75	1	1593513	3820260
-71.25	55.75	1	1625631	3828728
-70.75	55.75	1	1657703	3837366
-70.25	55.75	1	1689730	3846172
-69.75	55.75	1	1721709	3855146
-69.25	55.75	0	1753642	3864289
-68.75	55.75	0	1785525	3873599
-68.25	55.75	0	1817360	3883077
-67.75	55.75	0	1849143	3892722
-67.25	55.75	1	1880876	3902535
-66.75	55.75	1	1912557	3912514
-66.25	55.75	0	1944184	3922660
-65.75	55.75	0	1975758	3932972
-65.25	55.75	1	2007278	3943450
-64.75	55.75	1	2038741	3954094
-64.25	55.75	1	2070148	3964903
-63.75	55.75	1	2101498	3975877
-63.25	55.75	1	2132790	3987016
-62.75	55.75	1	2164023	3998319
-62.25	55.75	1	2195195	4009787
-61.75	55.75	1	2226307	4021419
-61.25	55.75	1	2257358	4033214
-162.25	55.25	1	-4086967	5048307
-131.25	55.25	0	-2307461	3996023
-130.75	55.25	0	-2276214	3983965
-130.25	55.25	0	-2244905	3972071
-129.75	55.25	0	-2213533	3960342
-129.25	55.25	0	-2182099	3948779
-128.75	55.25	0	-2150606	3937381
-128.25	55.25	0	-2119053	3926149
-127.75	55.25	0	-2087441	3915083
-127.25	55.25	0	-2055771	3904184
-126.75	55.25	0	-2024045	3893451
-126.25	55.25	0	-1992263	3882886
-125.75	55.25	0	-1960425	3872487
-125.25	55.25	0	-1928533	3862257
-124.75	55.25	0	-1896588	3852194
-124.25	55.25	0	-1864590	3842300
-123.75	55.25	0	-1832541	3832574
-123.25	55.25	0	-1800440	3823017
-122.75	55.25	0	-1768290	3813629
-122.25	55.25	0	-1736092	3804410
-121.75	55.25	0	-1703845	3795360
-121.25	55.25	0	-1671550	3786481
-120.75	55.25	0	-1639210	3777771
-120.25	55.25	0	-1606824	3769232
-119.75	55.25	0	-1574394	3760863
-119.25	55.25	0	-1541920	3752665
-118.75	55.25	0	-1509404	3744638
-118.25	55.25	0	-1476845	3736783
-117.75	55.25	0	-1444246	3729098
-117.25	55.25	0	-1411607	3721585
-116.75	55.25	0	-1378929	3714244
-116.25	55.25	0	-1346212	3707075
-115.75	55.25	0	-1313459	3700079
-115.25	55.25	0	-1280669	3693254
-114.75	55.25	0	-1247843	3686603
-114.25	55.25	0	-1214983	3680124
-113.75	55.25	0	-1182089	3673818
-113.25	55.25	0	-1149163	3667685
-112.75	55.25	0	-1116205	3661726
-112.25	55.25	0	-1083216	3655940
-111.75	55.25	0	-1050197	3650328
-111.25	55.25	0	-1017148	3644889
-110.75	55.25	0	-984072	3639625
-110.25	55.25	0	-950969	3634534
-109.75	55.25	0	-917839	3629618
-109.25	55.25	0	-884683	3624876
-108.75	55.25	0	-851504	3620309
-108.25	55.25	0	-818300	3615916
-107.75	55.25	0	-785074	3611698
-107.25	55.25	0	-751827	3607655
-106.75	55.25	0	-718558	3603787
-106.25	55.25	0	-685270	3600094
-105.75	55.25	0	-651962	3596576
-105.25	55.25	0	-618637	3593234
-104.75	55.25	0	-585294	3590066
-104.25	55.25	0	-551935	3587075
-103.75	55.25	0	-518561	3584259
-103.25	55.25	0	-485173	3581618
-102.75	55.25	0	-451771	3579153
-102.25	55.25	0	-418357	3576864
-101.75	55.25	0	-384931	3574751
-101.25	55.25	0	-351494	3572814
-100.75	55.25	0	-318048	3571053
-100.25	55.25	0	-284593	3569467
-99.75	55.25	0	-251130	3568058
-99.25	55.25	0	-217660	3566825
-98.75	55.25	0	-184184	3565768
-98.25	55.25	0	-150703	3564887
-97.75	55.25	0	-117218	3564182
-97.25	55.25	0	-83729	3563653
-96.75	55.25	0	-50239	3563301
-96.25	55.25	0	-16746	3563125
-95.75	55.25	0	16746	3563125
-95.25	55.25	0	50239	3563301
-94.75	55.25	0	83729	3563653
-94.25	55.25	0	117218	3564182
-93.75	55.25	0	150703	3564887
-93.25	55.25	0	184184	3565768
-92.75	55.25	0	217660	3566825
-92.25	55.25	0	251130	3568058
-91.75	55.25	0	284593	3569467
-91.25	55.25	0	318048	3571053
-90.75	55.25	0	351494	3572814
-90.25	55.25	0	384931	3574751
-89.75	55.25	0	418357	3576864
-89.25	55.25	0	451771	3579153
-88.75	55.25	0	485173	3581618
-88.25	55.25	0	518561	3584259
-87.75	55.25	1	551935	3587075
-87.25	55.25	0	585294	3590066
-86.25	55.25	0	651962	3596576
-85.75	55.25	0	685270	3600094
-77.25	55.25	0	1247843	3686603
-76.75	55.25	0	1280669	3693254
-76.25	55.25	0	1313459	3700079
-75.75	55.25	0	1346212	3707075
-75.25	55.25	0	1378929	3714244
-74.75	55.25	0	1411607	3721585
-74.25	55.25	0	1444246	3729098
-73.75	55.25	0	1476845	3736783
-73.25	55.25	0	1509404	3744638
-72.25	55.25	0	1574394	3760863
-71.75	55.25	1	1606824	3769232
-71.25	55.25	1	1639210	3777771
-70.75	55.25	1	1671550	3786481
-70.25	55.25	1	1703845	3795360
-69.75	55.25	1	1736092	3804410
-69.25	55.25	0	1768290	3813629
-68.75	55.25	0	1800440	3823017
-68.25	55.25	1	1832541	3832574
-67.75	55.25	1	1864590	3842300
-67.25	55.25	1	1896588	3852194
-66.75	55.25	0	1928533	3862257
-66.25	55.25	1	1960425	3872487
-65.75	55.25	0	1992263	3882886
-65.25	55.25	0	2024045	3893451
-64.75	55.25	0	2055771	3904184
-64.25	55.25	1	2087441	3915083
-63.75	55.25	1	2119053	3926149
-63.25	55.25	1	2150606	3937381
-62.75	55.25	1	2182099	3948779
-62.25	55.25	1	2213533	3960342
-61.75	55.25	1	2244905	3972071
-61.25	55.25	1	2276214	3983965
-60.75	55.25	1	2307461	3996023
-164.25	54.75	1	-4223614	5095517
-163.75	54.75	1	-4198126	5073362
-130.25	54.75	0	-2263579	3922517
-129.75	54.75	0	-2231946	3910691
-129.25	54.75	1	-2200252	3899032
-128.75	54.75	0	-2168496	3887539
-128.25	54.75	0	-2136681	3876213
-127.75	54.75	0	-2104806	3865055
-127.25	54.75	0	-2072873	3854065
-126.75	54.75	0	-2040883	3843243
-126.25	54.75	0	-2008836	3832590
-125.75	54.75	0	-1976733	3822105
-125.25	54.75	0	-1944576	3811790
-124.75	54.75	0	-1912365	3801643
-124.25	54.75	0	-1880101	3791667
-123.75	54.75	0	-1847785	3781860
-123.25	54.75	0	-1815418	3772223
-122.75	54.75	0	-1783000	3762757
-122.25	54.75	0	-1750534	3753461
-121.75	54.75	0	-1718018	3744337
-121.25	54.75	0	-1685456	3735383
-120.75	54.75	0	-1652846	3726601
-120.25	54.75	0	-1620191	3717991
-119.75	54.75	0	-1587491	3709553
-119.25	54.75	0	-1554747	3701287
-118.75	54.75	0	-1521960	3693193
-118.25	54.75	0	-1489131	3685272
-117.75	54.75	0	-1456260	3677523
-117.25	54.75	0	-1423350	3669948
-116.75	54.75	0	-1390400	3662546
-116.25	54.75	0	-1357411	3655317
-115.75	54.75	0	-1324385	3648262
-115.25	54.75	0	-1291322	3641381
-114.75	54.75	0	-1258224	3634674
-114.25	54.75	0	-1225090	3628142
-113.75	54.75	0	-1191923	3621783
-113.25	54.75	0	-1158723	3615600
-112.75	54.75	0	-1125490	3609591
-112.25	54.75	0	-1092227	3603756
-111.75	54.75	0	-1058933	3598097
-111.25	54.75	0	-1025610	3592614
-110.75	54.75	0	-992258	3587305
-110.25	54.75	0	-958879	3582173
-109.75	54.75	0	-925474	3577216
-109.25	54.75	0	-892043	3572434
-108.75	54.75	0	-858587	3567829
-108.25	54.75	0	-825108	3563400
-107.75	54.75	0	-791605	3559147
-107.25	54.75	0	-758081	3555070
-106.75	54.75	0	-724536	3551170
-106.25	54.75	0	-690970	3547446
-105.75	54.75	0	-657386	3543899
-105.25	54.75	0	-623783	3540529
-104.75	54.75	0	-590163	3537335
-104.25	54.75	0	-556527	3534319
-103.75	54.75	0	-522875	3531479
-103.25	54.75	0	-489209	3528817
-102.75	54.75	0	-455529	3526331
-102.25	54.75	0	-421837	3524023
-101.75	54.75	0	-388133	3521892
-101.25	54.75	0	-354418	3519939
-100.75	54.75	0	-320694	3518163
-100.25	54.75	0	-286960	3516564
-99.75	54.75	0	-253219	3515143
-99.25	54.75	0	-219471	3513900
-98.75	54.75	0	-185716	3512834
-98.25	54.75	0	-151957	3511946
-97.75	54.75	0	-118193	3511235
-97.25	54.75	0	-84426	3510702
-96.75	54.75	0	-50656	3510347
-96.25	54.75	0	-16886	3510169
-95.75	54.75	0	16886	3510169
-95.25	54.75	0	50656	3510347
-94.75	54.75	0	84426	3510702
-94.25	54.75	0	118193	3511235
-93.75	54.75	0	151957	3511946
-93.25	54.75	0	185716	3512834
-92.75	54.75	0	219471	3513900
-92.25	54.75	0	253219	3515143
-91.75	54.75	0	286960	3516564
-91.25	54.75	0	320694	3518163
-90.75	54.75	0	354418	3519939
-90.25	54.75	0	388133	3521892
-89.75	54.75	0	421837	3524023
-89.25	54.75	0	455529	3526331
-88.75	54.75	0	489209	3528817
-88.25	54.75	0	522875	3531479
-87.75	54.75	0	556527	3534319
-87.25	54.75	0	590163	3537335
-86.75	54.75	0	623783	3540529
-86.25	54.75	0	657386	3543899
-85.75	54.75	0	690970	3547446
-85.25	54.75	0	724536	3551170
-84.75	54.75	0	758081	3555070
-84.25	54.75	0	791605	3559147
-83.75	54.75	0	825108	3563400
-83.25	54.75	0	858587	3567829
-82.75	54.75	0	892043	3572434
-78.75	54.75	0	1158723	3615600
-78.25	54.75	0	1191923	3621783
-77.75	54.75	0	1225090	3628142
-77.25	54.75	0	1258224	3634674
-76.75	54.75	0	1291322	3641381
-76.25	54.75	0	1324385	3648262
-75.75	54.75	0	1357411	3655317
-75.25	54.75	0	1390400	3662546
-74.75	54.75	0	1423350	3669948
-74.25	54.75	0	1456260	3677523
-73.75	54.75	0	1489131	3685272
-73.25	54.75	0	1521960	3693193
-72.75	54.75	0	1554747	3701287
-72.25	54.75	0	1587491	3709553
-71.75	54.75	1	1620191	3717991
-71.25	54.75	1	1652846	3726601
-70.75	54.75	1	1685456	3735383
-70.25	54.75	1	1718018	3744337
-69.75	54.75	1	1750534	3753461
-69.25	54.75	1	1783000	3762757
-68.75	54.75	1	1815418	3772223
-68.25	54.75	1	1847785	3781860
-67.75	54.75	1	1880101	3791667
-67.25	54.75	1	1912365	3801643
-66.75	54.75	0	1944576	3811790
-66.25	54.75	0	1976733	3822105
-65.75	54.75	0	2008836	3832590
-65.25	54.75	0	2040883	3843243
-64.75	54.75	0	2072873	3854065
-64.25	54.75	1	2104806	3865055
-63.75	54.75	1	2136681	3876213
-63.25	54.75	1	2168496	3887539
-62.75	54.75	1	2200252	3899032
-62.25	54.75	1	2231946	3910691
-61.75	54.75	1	2263579	3922517
-61.25	54.75	1	2295150	3934510
-60.75	54.75	0	2326656	3946668
-60.25	54.75	0	2358099	3958992
-59.25	54.75	0	2420786	3984136
-130.25	54.25	0	-2282328	3872767
-129.75	54.25	0	-2250434	3860842
-129.25	54.25	1	-2218476	3849086
-128.75	54.25	0	-2186458	3837498
-128.25	54.25	0	-2154379	3826079
-127.75	54.25	0	-2122240	3814829
-127.25	54.25	0	-2090042	3803748
-126.75	54.25	0	-2057787	3792836
-126.25	54.25	0	-2025475	3782094
-125.75	54.25	0	-1993106	3771523
-125.25	54.25	0	-1960683	3761122
-124.75	54.25	0	-1928205	3750891
-124.25	54.25	0	-1895674	3740832
-123.75	54.25	0	-1863090	3730944
-123.25	54.25	0	-1830455	3721227
-122.75	54.25	0	-1797769	3711683
-122.25	54.25	0	-1765033	3702310
-121.75	54.25	0	-1732249	3693110
-121.25	54.25	0	-1699416	3684082
-120.75	54.25	0	-1666537	3675228
-120.25	54.25	0	-1633611	3666546
-119.75	54.25	0	-1600640	3658038
-119.25	54.25	0	-1567625	3649703
-118.75	54.25	0	-1534566	3641543
-118.25	54.25	0	-1501465	3633556
-117.75	54.25	0	-1468323	3625743
-117.25	54.25	0	-1435139	3618105
-116.75	54.25	0	-1401916	3610642
-116.25	54.25	0	-1368654	3603353
-115.75	54.25	0	-1335355	3596240
-115.25	54.25	0	-1302018	3589302
-114.75	54.25	0	-1268645	3582539
-114.25	54.25	0	-1235237	3575953
-113.75	54.25	0	-1201795	3569542
-113.25	54.25	0	-1168320	3563307
-112.75	54.25	0	-1134813	3557248
-112.25	54.25	0	-1101273	3551365
-111.75	54.25	0	-1067704	3545660
-111.25	54.25	0	-1034105	3540130
-110.75	54.25	0	-1000477	3534778
-110.25	54.25	0	-966822	3529603
-109.75	54.25	0	-933140	3524605
-109.25	54.25	0	-899432	3519784
-108.75	54.25	0	-865699	3515140
-108.25	54.25	0	-831942	3510674
-107.75	54.25	0	-798162	3506386
-107.25	54.25	0	-764360	3502276
-106.75	54.25	0	-730537	3498343
-106.25	54.25	0	-696693	3494588
-105.75	54.25	0	-662831	3491012
-105.25	54.25	0	-628950	3487614
-104.75	54.25	0	-595051	3484394
-104.25	54.25	0	-561137	3481352
-103.75	54.25	0	-527206	3478489
-103.25	54.25	0	-493261	3475805
-102.75	54.25	0	-459302	3473299
-102.25	54.25	0	-425331	3470972
-101.75	54.25	0	-391348	3468823
-101.25	54.25	0	-357354	3466854
-100.75	54.25	0	-323350	3465063
-100.25	54.25	0	-289337	3463451
-99.75	54.25	0	-255316	3462018
-99.25	54.25	0	-221289	3460765
-98.75	54.25	0	-187255	3459690
-98.25	54.25	0	-153215	3458794
-97.75	54.25	0	-119172	3458078
-97.25	54.25	0	-85125	3457540
-96.75	54.25	0	-51076	3457182
-96.25	54.25	0	-17025	3457003
-95.75	54.25	0	17025	3457003
-95.25	54.25	0	51076	3457182
-94.75	54.25	0	85125	3457540
-94.25	54.25	0	119172	3458078
-93.75	54.25	0	153215	3458794
-93.25	54.25	0	187255	3459690
-92.75	54.25	0	221289	3460765
-92.25	54.25	0	255316	3462018
-91.75	54.25	0	289337	3463451
-91.25	54.25	0	323350	3465063
-90.75	54.25	0	357354	3466854
-90.25	54.25	0	391348	3468823
-89.75	54.25	0	425331	3470972
-89.25	54.25	0	459302	3473299
-88.75	54.25	0	493261	3475805
-88.25	54.25	0	527206	3478489
-87.75	54.25	0	561137	3481352
-87.25	54.25	0	595051	3484394
-86.75	54.25	0	628950	3487614
-86.25	54.25	0	662831	3491012
-85.75	54.25	0	696693	3494588
-85.25	54.25	0	730537	3498343
-84.75	54.25	0	764360	3502276
-84.25	54.25	0	798162	3506386
-83.75	54.25	0	831942	3510674
-83.25	54.25	0	865699	3515140
-82.75	54.25	0	899432	3519784
-78.75	54.25	0	1168320	3563307
-78.25	54.25	1	1201795	3569542
-77.75	54.25	1	1235237	3575953
-77.25	54.25	0	1268645	3582539
-76.75	54.25	0	1302018	3589302
-76.25	54.25	0	1335355	3596240
-75.75	54.25	0	1368654	3603353
-75.25	54.25	0	1401916	3610642
-74.75	54.25	0	1435139	3618105
-74.25	54.25	0	1468323	3625743
-73.75	54.25	0	1501465	3633556
-73.25	54.25	0	1534566	3641543
-72.75	54.25	0	1567625	3649703
-72.25	54.25	0	1600640	3658038
-71.75	54.25	0	1633611	3666546
-71.25	54.25	0	1666537	3675228
-70.75	54.25	1	1699416	3684082
-69.25	54.25	1	1797769	3711683
-68.75	54.25	0	1830455	3721227
-68.25	54.25	0	1863090	3730944
-67.75	54.25	0	1895674	3740832
-67.25	54.25	1	1928205	3750891
-66.75	54.25	1	1960683	3761122
-66.25	54.25	0	1993106	3771523
-65.75	54.25	0	2025475	3782094
-65.25	54.25	0	2057787	3792836
-62.75	54.25	0	2218476	3849086
-62.25	54.25	0	2250434	3860842
-61.75	54.25	0	2282328	3872767
-61.25	54.25	0	2314160	3884858
-60.75	54.25	0	2345928	3897118
-60.25	54.25	0	2377631	3909544
-59.75	54.25	0	2409267	3922136
-59.25	54.25	0	2440838	3934895
-58.75	54.25	0	2472340	3947820
-58.25	54.25	0	2503774	3960911
-132.75	53.75	0	-2460965	3885468
-132.25	53.75	0	-2429134	3872604
-129.25	53.75	0	-2236770	3798952
-128.75	53.75	0	-2204487	3787268
-128.25	53.75	1	-2172144	3775755
-127.75	53.75	1	-2139740	3764412
-127.25	53.75	0	-2107277	3753239
-126.75	53.75	0	-2074756	3742238
-126.25	53.75	0	-2042177	3731407
-125.75	53.75	0	-2009542	3720749
-125.25	53.75	0	-1976851	3710262
-124.75	53.75	0	-1944105	3699947
-124.25	53.75	0	-1911305	3689805
-123.75	53.75	0	-1878453	3679835
-123.25	53.75	0	-1845549	3670039
-122.75	53.75	0	-1812593	3660415
-122.25	53.75	0	-1779588	3650965
-121.75	53.75	0	-1746533	3641689
-121.25	53.75	0	-1713430	3632587
-120.75	53.75	0	-1680279	3623660
-120.25	53.75	0	-1647082	3614906
-119.75	53.75	0	-1613839	3606328
-119.25	53.75	0	-1580551	3597925
-118.75	53.75	0	-1547220	3589697
-118.25	53.75	0	-1513846	3581644
-117.75	53.75	0	-1480430	3573767
-117.25	53.75	0	-1446973	3566066
-116.75	53.75	0	-1413476	3558541
-116.25	53.75	0	-1379940	3551193
-115.75	53.75	0	-1346366	3544021
-115.25	53.75	0	-1312754	3537025
-114.75	53.75	0	-1279107	3530207
-114.25	53.75	0	-1245423	3523566
-113.75	53.75	0	-1211705	3517102
-113.25	53.75	0	-1177954	3510815
-112.75	53.75	0	-1144170	3504707
-112.25	53.75	0	-1110355	3498776
-111.75	53.75	0	-1076508	3493023
-111.25	53.75	0	-1042632	3487448
-110.75	53.75	1	-1008727	3482052
-110.25	53.75	1	-974794	3476834
-109.75	53.75	0	-940834	3471794
-109.25	53.75	0	-906848	3466934
-108.75	53.75	0	-872837	3462252
-108.25	53.75	0	-838802	3457749
-107.75	53.75	0	-804744	3453426
-107.25	53.75	0	-770663	3449281
-106.75	53.75	0	-736561	3445316
-106.25	53.75	0	-702438	3441531
-105.75	53.75	0	-668297	3437925
-105.25	53.75	0	-634136	3434499
-104.75	53.75	0	-599958	3431252
-104.25	53.75	0	-565764	3428185
-103.75	53.75	0	-531553	3425299
-103.25	53.75	0	-497329	3422592
-102.75	53.75	0	-463090	3420066
-102.25	53.75	0	-428838	3417719
-101.75	53.75	0	-394575	3415553
-101.25	53.75	0	-360301	3413567
-100.75	53.75	0	-326016	3411762
-99.75	53.75	0	-257422	3408692
-99.25	53.75	0	-223113	3407428
-97.75	53.75	0	-120155	3404719
-97.25	53.75	0	-85827	3404177
-96.75	53.75	0	-51497	3403816
-96.25	53.75	0	-17166	3403635
-95.75	53.75	0	17166	3403635
-95.25	53.75	0	51497	3403816
-94.75	53.75	0	85827	3404177
-94.25	53.75	0	120155	3404719
-93.75	53.75	0	154479	3405441
-93.25	53.75	0	188799	3406344
-92.75	53.75	0	223113	3407428
-92.25	53.75	0	257422	3408692
-91.75	53.75	0	291723	3410137
-91.25	53.75	0	326016	3411762
-90.75	53.75	0	360301	3413567
-90.25	53.75	0	394575	3415553
-89.75	53.75	0	428838	3417719
-89.25	53.75	0	463090	3420066
-88.75	53.75	0	497329	3422592
-88.25	53.75	0	531553	3425299
-87.75	53.75	0	565764	3428185
-87.25	53.75	0	599958	3431252
-86.75	53.75	0	634136	3434499
-86.25	53.75	0	668297	3437925
-85.75	53.75	0	702438	3441531
-85.25	53.75	0	736561	3445316
-84.75	53.75	0	770663	3449281
-84.25	53.75	0	804744	3453426
-83.75	53.75	0	838802	3457749
-83.25	53.75	0	872837	3462252
-82.75	53.75	0	906848	3466934
-78.75	53.75	0	1177954	3510815
-78.25	53.75	0	1211705	3517102
-77.75	53.75	0	1245423	3523566
-76.25	53.75	0	1346366	3544021
-74.75	53.75	0	1446973	3566066
-74.25	53.75	0	1480430	3573767
-73.75	53.75	0	1513846	3581644
-73.25	53.75	0	1547220	3589697
-72.75	53.75	0	1580551	3597925
-72.25	53.75	0	1613839	3606328
-71.75	53.75	0	1647082	3614906
-71.25	53.75	0	1680279	3623660
-70.75	53.75	0	1713430	3632587
-70.25	53.75	0	1746533	3641689
-69.75	53.75	0	1779588	3650965
-69.25	53.75	1	1812593	3660415
-68.75	53.75	0	1845549	3670039
-68.25	53.75	0	1878453	3679835
-67.75	53.75	0	1911305	3689805
-67.25	53.75	0	1944105	3699947
-66.75	53.75	0	1976851	3710262
-66.25	53.75	0	2009542	3720749
-65.75	53.75	0	2042177	3731407
-64.75	53.75	0	2107277	3753239
-64.25	53.75	0	2139740	3764412
-63.25	53.75	0	2204487	3787268
-62.75	53.75	0	2236770	3798952
-62.25	53.75	1	2268991	3810805
-61.75	53.75	1	2301149	3822827
-61.25	53.75	0	2333243	3835019
-60.75	53.75	0	2365272	3847379
-60.25	53.75	0	2397236	3859908
-58.75	53.75	0	2492727	3898500
-58.25	53.75	0	2524421	3911698
-57.75	53.75	0	2556044	3925063
-57.25	53.75	0	2587597	3938595
-132.25	53.25	0	-2449073	3822894
-128.75	53.25	0	-2222582	3736857
-128.25	53.25	1	-2189973	3725249
-127.75	53.25	1	-2157303	3713813
-127.25	53.25	0	-2124574	3702549
-126.75	53.25	0	-2091785	3691457
-126.25	53.25	0	-2058939	3680538
-125.75	53.25	0	-2026036	3669792
-125.25	53.25	0	-1993077	3659219
-124.75	53.25	0	-1960062	3648819
-124.25	53.25	0	-1926994	3638594
-123.75	53.25	0	-1893872	3628542
-123.25	53.25	0	-1860697	3618665
-122.75	53.25	0	-1827471	3608963
-122.25	53.25	0	-1794195	3599436
-121.75	53.25	0	-1760868	3590083
-121.25	53.25	0	-1727493	3580907
-120.75	53.25	0	-1694071	3571906
-120.25	53.25	0	-1660601	3563081
-119.75	53.25	0	-1627085	3554432
-119.25	53.25	1	-1593525	3545960
-118.75	53.25	0	-1559920	3537664
-118.25	53.25	0	-1526272	3529545
-117.75	53.25	0	-1492582	3521604
-117.25	53.25	0	-1458850	3513839
-116.75	53.25	0	-1425078	3506253
-116.25	53.25	0	-1391267	3498844
-115.75	53.25	0	-1357417	3491613
-115.25	53.25	0	-1323530	3484560
-114.75	53.25	0	-1289606	3477686
-114.25	53.25	0	-1255646	3470990
-113.75	53.25	0	-1221651	3464473
-113.25	53.25	0	-1187623	3458135
-112.75	53.25	0	-1153562	3451976
-112.25	53.25	1	-1119468	3445997
-111.75	53.25	1	-1085344	3440197
-111.25	53.25	1	-1051190	3434576
-110.75	53.25	1	-1017007	3429135
-110.25	53.25	1	-982795	3423875
-109.75	53.25	1	-948557	3418794
-109.25	53.25	1	-914292	3413893
-108.75	53.25	1	-880002	3409173
-108.25	53.25	1	-845687	3404633
-107.75	53.25	0	-811349	3400274
-107.25	53.25	0	-776989	3396096
-106.75	53.25	0	-742607	3392098
-106.25	53.25	0	-708204	3388282
-105.75	53.25	0	-673782	3384646
-105.25	53.25	0	-639341	3381192
-104.75	53.25	0	-604883	3377919
-104.25	53.25	0	-570408	3374827
-103.75	53.25	0	-535917	3371917
-103.25	53.25	0	-501411	3369188
-102.75	53.25	0	-466891	3366640
-102.25	53.25	0	-432358	3364275
-101.75	53.25	0	-397814	3362091
-101.25	53.25	0	-363258	3360089
-100.75	53.25	0	-328692	3358269
-97.25	53.25	0	-86532	3350621
-96.75	53.25	0	-51920	3350257
-96.25	53.25	0	-17307	3350075
-95.75	53.25	0	17307	3350075
-95.25	53.25	0	51920	3350257
-94.75	53.25	0	86532	3350621
-94.25	53.25	0	121141	3351168
-93.75	53.25	0	155747	3351896
-93.25	53.25	0	190348	3352807
-92.75	53.25	0	224945	3353899
-92.25	53.25	0	259535	3355174
-91.75	53.25	0	294118	3356630
-91.25	53.25	0	328692	3358269
-90.75	53.25	0	363258	3360089
-90.25	53.25	0	397814	3362091
-89.75	53.25	0	432358	3364275
-89.25	53.25	0	466891	3366640
-88.75	53.25	0	501411	3369188
-88.25	53.25	0	535917	3371917
-87.75	53.25	0	570408	3374827
-87.25	53.25	0	604883	3377919
-86.75	53.25	0	639341	3381192
-86.25	53.25	0	673782	3384646
-85.75	53.25	0	708204	3388282
-85.25	53.25	0	742607	3392098
-84.75	53.25	0	776989	3396096
-84.25	53.25	0	811349	3400274
-83.75	53.25	0	845687	3404633
-83.25	53.25	0	880002	3409173
-82.75	53.25	0	914292	3413893
-78.75	53.25	0	1187623	3458135
-78.25	53.25	1	1221651	3464473
-77.75	53.25	1	1255646	3470990
-77.25	53.25	1	1289606	3477686
-76.75	53.25	0	1323530	3484560
-76.25	53.25	0	1357417	3491613
-75.75	53.25	0	1391267	3498844
-75.25	53.25	0	1425078	3506253
-74.75	53.25	1	1458850	3513839
-74.25	53.25	1	1492582	3521604
-73.75	53.25	0	1526272	3529545
-73.25	53.25	0	1559920	3537664
-72.75	53.25	0	1593525	3545960
-72.25	53.25	0	1627085	3554432
-71.75	53.25	0	1660601	3563081
-71.25	53.25	0	1694071	3571906
-70.75	53.25	0	1727493	3580907
-70.25	53.25	0	1760868	3590083
-69.75	53.25	0	1794195	3599436
-69.25	53.25	1	1827471	3608963
-68.75	53.25	0	1860697	3618665
-68.25	53.25	0	1893872	3628542
-67.75	53.25	0	1926994	3638594
-67.25	53.25	0	1960062	3648819
-66.75	53.25	0	1993077	3659219
-66.25	53.25	0	2026036	3669792
-65.75	53.25	0	2058939	3680538
-65.25	53.25	0	2091785	3691457
-64.75	53.25	0	2124574	3702549
-64.25	53.25	0	2157303	3713813
-63.75	53.25	0	2189973	3725249
-63.25	53.25	0	2222582	3736857
-62.75	53.25	0	2255129	3748637
-62.25	53.25	0	2287615	3760587
-61.75	53.25	0	2320036	3772708
