index	Latitude	Longitude	Age.Max	Age.Min	mean_age	age_bin	paleolat	paleolon	Openness	x_albers	y_albers	x_paleo_albers	y_paleo_albers
652	38.8	-101.2	6	5	5.5	6	39.04	-99.92	Open	-447173	1764731	-336063	1786325
653	39	-117.68	15.6	15.6	15.6	16	38.89	-112.21	Closed	-1844091	1986174	-1386207	1881092
654	42.25	-114.09	16.3	15	15.65	16	42.82	-110.21	Closed	-1473935	2279584	-1150995	2288805
655	39.39	-117.63	15.5	15.5	15.5	16	39.28	-112.16	Closed	-1830049	2027788	-1374575	1923445
668	75.37	-89.67	24.8	21.4	23.1	23	75.77	-79.58	Closed	303196	5383741	778693	5467075
669	42.41	-118.46	23	21	22	22	42.24	-110.94	Closed	-1819811	2372817	-1219799	2233835
670	36.19	-118.11	17.5	16.1	16.8	17	36.07	-112.25	Open	-1952614	1688189	-1443365	1570281
672	59.4	-151.7	16.8	15.8	16.3	16	60.33	-147.28	Closed	-3283221	4983863	-3001627	4916931
700	40.03	-74.33	11	11	11	11	40.17	-71.85	Closed	1817162	2098421	2016923	2163685
764	37.5	-77.4	7.2	3.6	5.4	5	37.59	-76.29	Closed	1618441	1765675	1711599	1795006
767	38.7	-76.8	7.2	5.3	6.25	6	38.8	-75.46	Closed	1642959	1907819	1753489	1942730
770	38.5	-75.2	7.2	3.6	5.4	5	38.58	-74.08	Closed	1782633	1914733	1874907	1945028
772	38.6	-75.5	7.2	3.6	5.4	5	38.68	-74.38	Closed	1754925	1920095	1847166	1950069
773	36.75	-76.4	4	3	3.5	4	36.82	-75.52	Closed	1721459	1700898	1795898	1724852
776	38.6	-75.1	3.6	2.6	3.1	3	38.65	-74.43	Closed	1788619	1927552	1843724	1945822
779	38.72	-76.82	10	6	8	8	38.85	-75.03	Closed	1640822	1909670	1788379	1956214
780	39.8	-119.6	15.6	15.6	15.6	16	39.67	-114.14	Closed	-1982139	2111956	-1532765	1996733
782	38	-117.5	16.4	15.1	15.75	16	37.89	-112.01	Closed	-1854186	1873466	-1388060	1767695
784	39.6	-119.33	14.8	14.7	14.75	15	39.48	-114.2	Closed	-1965369	2084616	-1541826	1976799
785	41.8	-119.8	16	16	16	16	41.67	-114.37	Closed	-1943079	2333128	-1508930	2220285
786	41.4	-119.29	16	16	16	16	41.28	-113.86	Closed	-1913149	2279383	-1475695	2169416
787	47.02	-116.26	23	11.6	17.3	17	47.9	-112.63	Closed	-1535848	2834239	-1246868	2876508
788	46.94	-116.26	16	16	16	16	47.76	-112.84	Closed	-1537721	2825586	-1265173	2864074
789	49.68	-115.57	14.5	14.5	14.5	14	50.39	-112.51	Closed	-1424406	3109983	-1190723	3144110
790	47.92	-118.95	14.5	14.5	14.5	14	48.66	-115.97	Closed	-1712247	2977099	-1476446	3006553
792	47.69	-117.31	14.5	14.5	14.5	14	48.42	-114.32	Closed	-1597673	2923841	-1361101	2956041
795	47.11	-116.35	14.5	14.5	14.5	14	47.83	-113.36	Closed	-1540450	2845427	-1302407	2878699
797	46.99	-116.25	14.5	14.5	14.5	14	47.71	-113.26	Closed	-1535803	2830833	-1297380	2864306
798	46.77	-116.28	14.5	14.5	14.5	14	47.49	-113.29	Closed	-1543202	2807516	-1304006	2840821
800	46.49	-116.71	14.5	14.5	14.5	14	47.21	-113.73	Closed	-1582115	2784285	-1342550	2816523
801	46.42	-116.26	14.5	14.5	14.5	14	46.33	-111.6	Closed	-1549908	2769290	-1198739	2692081
802	45.79	-116.28	14.5	14.5	14.5	14	45.7	-111.61	Closed	-1566219	2701297	-1210935	2623226
805	46.66	-103.02	13.1	13.1	13.1	13	47.18	-100.1	Closed	-538671	2649951	-312315	2694342
810	44.46	-119.47	15.4	15.4	15.4	15	44.34	-114.43	Closed	-1844072	2614470	-1456322	2513881
813	44.48	-118.76	16	11.6	13.8	14	44.37	-114.06	Closed	-1788845	2603062	-1426810	2511550
817	47.66	-117.42	16	5.3	10.65	11	48.22	-115.06	Closed	-1606521	2922467	-1419743	2945265
820	59.75	-151.17	5.3	2.6	3.95	4	59.96	-150.05	Closed	-3236184	4995217	-3166420	4975247
821	60.03	-151.7	5.3	2.6	3.95	4	60.25	-150.56	Closed	-3248053	5036832	-3177143	5016765
827	62.42	-150.6	11.6	5.3	8.45	8	62.8	-147.87	Closed	-3062798	5197920	-2906548	5143345
828	61.04	-151.4	11.6	5.3	8.45	8	61.46	-148.93	Closed	-3177079	5110792	-3028845	5065098
831	59.71	-151.29	11.6	5.3	8.45	8	60.13	-149.03	Closed	-3244629	4995936	-3104024	4956041
837	59.39	-151.75	11.6	5.3	8.45	8	59.83	-149.55	Closed	-3286384	4984747	-3147306	4947590
839	61.24	-151.25	16	11.6	13.8	14	61.99	-146.84	Closed	-3158595	5122333	-2894629	5044427
842	62.42	-150.6	16	11.6	13.8	14	63.11	-145.8	Closed	-3062798	5197920	-2786695	5107014
845	61.3	-151.77	16	11.6	13.8	14	62.08	-147.35	Closed	-3181565	5144625	-2916277	5067572
847	61.63	-149.85	16	11.6	13.8	14	62.27	-145.3	Closed	-3066805	5108765	-2801556	5021886
848	62.33	-151.53	16	11.6	13.8	14	63.09	-146.77	Closed	-3113774	5220824	-2836744	5134055
851	59.41	-151.74	16	11.6	13.8	14	60.21	-147.87	Closed	-3284742	4986089	-3038927	4925385
853	59.79	-152.61	23	11.6	17.3	17	60.85	-147.79	Closed	-3308305	5048158	-3001585	4977478
854	58.84	-153.29	23	16	19.5	20	60.19	-148	Closed	-3397773	4992588	-3046812	4927834
856	61.32	-149.58	23	16	19.5	20	62.24	-143.19	Closed	-3069422	5074254	-2693316	4958330
857	60.29	-152.45	23	16	19.5	20	61.52	-146.55	Closed	-3271957	5084240	-2903100	4995871
859	60.53	-152.32	23	16	19.5	20	61.74	-146.31	Closed	-3251919	5099679	-2879711	5007222
861	60.29	-152.43	23	16	19.5	20	61.52	-146.53	Closed	-3270937	5083551	-2902062	4995260
862	60.37	-152.34	23	16	19.5	20	61.59	-146.4	Closed	-3261872	5087099	-2891826	4997238
866	61.67	-149.15	23	16	19.5	20	62.54	-142.59	Closed	-3029132	5089639	-2648155	4967140
867	61.7	-149.09	23	16	19.5	20	62.56	-142.52	Closed	-3024514	5090226	-2643589	4966902
868	61.8	-143.17	16	11.6	13.8	14	61.97	-138.55	Closed	-2712747	4919953	-2458921	4809051
869	62.7	-149.2	5.3	2.6	3.95	4	62.87	-147.81	Closed	-2978365	5176305	-2900024	5147285
870	65.3	-164.1	11.6	5.3	8.45	8	65.77	-162.93	Closed	-3522581	5884900	-3444619	5874687
871	64.5	-165.4	3.6	1.8	2.7	3	64.67	-164.97	Open	-3627149	5878094	-3598236	5873610
873	41.35	-70.83	5.3	2.6	3.95	4	41.4	-69.91	Closed	2065558	2313323	2137668	2339063
875	41.35	-70.83	16	13.8	14.9	15	41.45	-67.43	Closed	2065558	2313323	2333327	2402771
876	41.32	-70.82	16	13.8	14.9	15	41.42	-67.42	Closed	2067239	2310299	2335113	2399809
880	46.94	-120.01	15.5	15.5	15.5	16	46.81	-114.69	Closed	-1816748	2891779	-1422977	2787039
881	40.45	-85.79	4	5	4.5	4	40.56	-84.9	Open	856930	1983469	929866	2004081
882	33.9	-116.9	4.4	3.5	3.95	4	33.7	-115.64	Open	-1903429	1413953	-1794954	1367595
883	44.75	-121.22	5.3	3	4.15	4	44.7	-119.88	Closed	-1969973	2680835	-1868964	2648386
888	27.47	-82.27	4.5	4	4.25	4	27.56	-81.44	Closed	1359034	587823	1439050	609858
889	27.47	-82.27	3.5	3	3.25	3	27.54	-81.65	Closed	1359034	587823	1418785	604520
897	27.47	-82.27	3	2.5	2.75	3	27.54	-81.65	Closed	1359034	587823	1418785	604520
914	78.37	-83.05	3.6	2.5	3.05	3	78.44	-81.7	Closed	594260	5595003	655193	5607651
919	77.86	-81.62	3.6	2.5	3.05	3	77.93	-80.3	Closed	663679	5576401	723420	5589937
923	79.7	-83.93	3.6	2.5	3.05	3	79.77	-82.48	Closed	545354	5658203	609963	5670421
924	78.47	-82.2	3.6	2.5	3.05	3	78.54	-80.84	Open	632212	5605875	693411	5619101
925	37.78	-118.47	5.3	3.6	4.45	4	37.74	-117.09	Closed	-1942086	1868840	-1825829	1837116
928	38.35	-122.63	3.6	2.6	3.1	3	38.31	-121.6	Closed	-2275268	2022942	-2190641	1994425
929	41.96	-121.51	2.6	2.6	2.6	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
930	41.96	-121.51	2.62	2.62	2.62	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
931	41.96	-121.51	2.64	2.64	2.64	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
933	41.96	-121.51	2.66	2.66	2.66	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
934	41.96	-121.51	2.67	2.67	2.67	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
935	41.96	-121.51	2.69	2.69	2.69	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
936	41.96	-121.51	2.71	2.71	2.71	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
937	41.96	-121.51	2.72	2.72	2.72	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
939	41.96	-121.51	2.73	2.73	2.73	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
940	41.96	-121.51	2.75	2.75	2.75	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
941	41.96	-121.51	2.76	2.76	2.76	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
943	41.96	-121.51	2.77	2.77	2.77	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
944	41.96	-121.51	2.78	2.78	2.78	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
945	41.96	-121.51	2.79	2.79	2.79	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
946	41.96	-121.51	2.8	2.8	2.8	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
947	41.96	-121.51	2.81	2.81	2.81	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
949	41.96	-121.51	2.82	2.82	2.82	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
950	41.96	-121.51	2.83	2.83	2.83	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
953	41.96	-121.51	2.86	2.86	2.86	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
954	41.96	-121.51	2.87	2.87	2.87	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
955	41.96	-121.51	2.89	2.89	2.89	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
956	41.96	-121.51	2.9	2.9	2.9	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
957	41.96	-121.51	2.92	2.92	2.92	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
958	41.96	-121.51	2.93	2.93	2.93	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
959	41.96	-121.51	2.95	2.95	2.95	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
960	41.96	-121.51	2.96	2.96	2.96	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
961	41.96	-121.51	2.97	2.97	2.97	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
962	41.96	-121.51	2.99	2.99	2.99	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
963	41.96	-121.51	3	3	3	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
966	41.96	-121.51	3.01	3.01	3.01	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
967	41.96	-121.51	3.02	3.02	3.02	3	41.92	-120.49	Closed	-2074686	2386579	-1994756	2360419
973	65.98	-162.99	5.9	5.5	5.7	6	66.34	-162.11	Closed	-3434789	5891426	-3376380	5884797
974	79.88	-99.05	3.1	2.9	3	3	79.99	-97.72	Closed	-137872	5634528	-77664	5638324
989	43.68	-115.832	12	10	11	11	43.6	-112.12	Open	-1580799	2464169	-1289601	2399333
993	44.314	-123.297	11.6	7.25	9.425	9	44.2	-120.25	Closed	-2141661	2679039	-1911357	2601815
997	38.7	-75.7	3.6	2.6	3.1	3	38.75	-75.03	Closed	1735691	1927373	1790833	1945277
998	36.7	-76.3	3.6	2.6	3.1	3	36.75	-75.64	Closed	1731269	1697232	1787205	1714927
999	36.3	-76.7	3.6	2.6	3.1	3	36.35	-76.04	Closed	1705644	1646131	1761958	1663653
1000	37.2	-76.5	5.3	2.6	3.95	4	37.27	-75.62	Closed	1702527	1748454	1776534	1772235
1001	36.95	-76.6	5.3	2.6	3.95	4	37.02	-75.72	Closed	1699597	1719236	1773883	1742991
1002	38.67	-75.3	11.6	5.3	8.45	8	38.79	-73.51	Closed	1770081	1931466	1917241	1979299
1003	38.7	-76.8	11.6	5.3	8.45	8	38.83	-75.01	Closed	1642959	1907819	1790548	1954403
1004	38.8	-75.4	11.6	5.3	8.45	8	38.92	-73.6	Closed	1758530	1943838	1906309	1991655
1005	39.2	-75.5	11.6	5.3	8.45	8	39.32	-73.7	Closed	1740531	1985786	1887532	2033256
1006	38	-76.5	12	9	10.5	10	38.15	-74.27	Closed	1684258	1836231	1869866	1894353
1008	39.2	-75.5	16	11.6	13.8	14	39.37	-72.39	Closed	1740531	1985786	1994810	2065456
1009	39.8	-76	12	9	10.5	10	39.95	-73.74	Closed	1684669	2042496	1867822	2101135
1011	43.08	-99.83	13.6	10.3	11.95	12	43.53	-97.18	Open	-310130	2237889	-94949	2282473
1014	43.08	-101.75	13.6	10.3	11.95	12	43.55	-99.11	Open	-465442	2245724	-250135	2288209
1017	43.17	-101.66	13.6	10.3	11.95	12	43.64	-99.02	Open	-457567	2255321	-242580	2298015
1019	43.12	-101.75	13.6	10.3	11.95	12	43.59	-99.11	Open	-465172	2250183	-249989	2292671
1023	43.12	-102	13.6	10.3	11.95	12	43.59	-99.37	Open	-485371	2251434	-270880	2293384
1024	43.08	-102	13.6	10.3	11.95	12	43.55	-99.37	Open	-485653	2246975	-271038	2288922
1027	43.08	-99.8	13.6	10.3	11.95	12	43.53	-97.15	Open	-307702	2237791	-92535	2282444
1028	43.06	-99.8	13.6	10.3	11.95	12	43.51	-97.15	Open	-307792	2235559	-92562	2280212
1032	43.12	-101.7	13.6	10.3	11.95	12	43.59	-99.06	Open	-461132	2249940	-245971	2292541
1034	43.12	-101.8	13.6	10.3	11.95	12	43.59	-99.16	Open	-469212	2250429	-254007	2292804
1036	42.8	-100	13.6	10.3	11.95	12	43.25	-97.36	Open	-325204	2207202	-109879	2251411
1038	42.8	-99.8	13.6	10.3	11.95	12	43.25	-97.16	Open	-308953	2206535	-93721	2251197
1039	42.73	-99.75	13.6	10.3	11.95	12	43.18	-97.11	Open	-305198	2198557	-89773	2243332
1040	42.8	-100.05	13.6	10.3	11.95	12	43.25	-97.41	Open	-329267	2207374	-113918	2251470
1042	42.98	-100.9	13.6	10.3	11.95	12	43.44	-98.26	Open	-397280	2230712	-182078	2274003
1043	43.2	-101.33	13.6	10.3	11.95	12	43.67	-98.69	Open	-430730	2257123	-215986	2300565
1044	42.85	-100.5	13.6	10.3	11.95	12	43.31	-97.86	Open	-365562	2214601	-150140	2258794
1045	42.81	-101.75	13.6	10.3	11.95	12	43.28	-99.12	Open	-467266	2215615	-251929	2258110
1047	42.87	-101.45	13.6	10.3	11.95	12	43.34	-98.82	Open	-442530	2220871	-227513	2264050
1048	42.67	-99.75	13.6	10.3	11.95	12	43.12	-97.11	Open	-305463	2191856	-89851	2236631
1049	42.72	-99.75	13.6	10.3	11.95	12	43.17	-97.11	Open	-305242	2197440	-89786	2242215
1050	42.68	-100.83	13.6	10.3	11.95	12	43.14	-98.2	Open	-393312	2196943	-178020	2240401
1053	42.81	-100.9	13.6	10.3	11.95	12	43.27	-98.26	Open	-398259	2211744	-182529	2255028
1054	42.67	-100.83	13.6	10.3	11.95	12	43.13	-98.2	Open	-393369	2195827	-178046	2239284
1056	42.67	-100.85	13.6	10.3	11.95	12	43.13	-98.22	Open	-394996	2195910	-179664	2239322
1057	42.81	-101.09	13.6	10.3	11.95	12	43.27	-98.46	Open	-413687	2212556	-198678	2255429
1058	43.25	-99.4	13.6	10.3	11.95	12	43.7	-96.74	Open	-274648	2255538	-59397	2301086
1059	42.9	-100.55	13.6	10.3	11.95	12	43.36	-97.91	Open	-369353	2220374	-154063	2264455
1060	42.65	-99.78	13.6	10.3	11.95	12	43.1	-97.14	Open	-307994	2189720	-92306	2234426
1061	42.55	-99.73	13.6	10.3	11.95	12	43	-97.09	Open	-304361	2178390	-88386	2223209
1062	64	-148.5	23	16	19.5	20	65.36	-144.77	Closed	-2878051	5260304	-2630343	5261511
1064	63.86	-149.02	23	11.6	17.3	17	65	-145.9	Closed	-2910568	5264882	-2702326	5264338
1067	64	-148.5	16	11.6	13.8	14	64.91	-145.92	Closed	-2878051	5260304	-2707496	5257681
1068	64	-148.5	8.5	7.7	8.1	8	64.49	-147.04	Closed	-2878051	5260304	-2782402	5256254
1072	33.78	-118.261	16.3	10.3	13.3	13	33.13	-114.18	Open	-2028287	1429043	-1675321	1278540
1109	44.97	-117.52	16	11.6	13.8	14	44.87	-112.83	Closed	-1680858	2633512	-1320880	2548520
1115	39.4	-100.93	7	6	6.5	6	39.64	-99.64	Open	-420489	1830650	-309496	1852566
1116	54.023	-131.794	6.6	5.3	5.95	6	54.36	-130.59	Closed	-2389320	3888137	-2299811	3891918
1118	31.847	-91.656	8.68	8.68	8.68	9	32.13	-89.77	Closed	409157	984090	584516	1025434
1122	44.7956666666667	-113.244777777778	21.5710042378119	21.5710042378119	21.5710042378119	22	45.57	-107.89	Open	-1354573	2546217	-925906	2567103
1123	44.7956666666667	-113.244777777778	21.4994732469136	21.4994732469136	21.4994732469136	21	45.55	-108.17	Open	-1354573	2546217	-947876	2567659
1124	44.7956666666667	-113.244777777778	21.3139353332455	21.3139353332455	21.3139353332455	21	45.55	-108.17	Open	-1354573	2546217	-947876	2567659
1125	44.7956666666667	-113.244777777778	20.9786223283083	20.9786223283083	20.9786223283083	21	45.55	-108.17	Open	-1354573	2546217	-947876	2567659
1126	44.8093611111111	-113.271722222222	20.7272895620407	20.7272895620407	20.7272895620407	21	45.57	-108.2	Open	-1356391	2548100	-949916	2570162
1127	44.8104166666667	-113.258166666667	19.4403223895053	19.4403223895053	19.4403223895053	19	45.5	-108.71	Open	-1355317	2548023	-990430	2567656
1128	44.8104166666667	-113.258166666667	19.4075511639554	19.4075511639554	19.4075511639554	19	45.5	-108.71	Open	-1355317	2548023	-990430	2567656
1129	44.8104166666667	-113.258166666667	19.3565573340517	19.3565573340517	19.3565573340517	19	45.5	-108.71	Open	-1355317	2548023	-990430	2567656
1130	44.8109166666667	-113.259388888889	18.927170944499	18.927170944499	18.927170944499	19	45.51	-108.71	Open	-1355401	2548095	-990282	2568758
1131	44.8028611111111	-113.245583333333	18.8390580183014	18.8390580183014	18.8390580183014	19	45.5	-108.69	Open	-1354491	2547016	-988881	2567448
1132	44.8028611111111	-113.245583333333	18.7203056549496	18.7203056549496	18.7203056549496	19	45.5	-108.69	Open	-1354491	2547016	-988881	2567448
1133	44.8028611111111	-113.245583333333	18.4544735216791	18.4544735216791	18.4544735216791	18	45.46	-108.93	Open	-1354491	2547016	-1008072	2565564
1134	44.8102222222222	-113.250944444444	17.7560482463436	17.7560482463436	17.7560482463436	18	45.47	-108.94	Open	-1354760	2547898	-1008696	2566772
1135	44.8050277777778	-113.240194444444	17.7238646065546	17.7238646065546	17.7238646065546	18	45.46	-108.93	Open	-1354029	2547176	-1008072	2565564
1136	44.8050277777778	-113.240194444444	17.6368366905209	17.6368366905209	17.6368366905209	18	45.46	-108.93	Open	-1354029	2547176	-1008072	2565564
1137	44.8050277777778	-113.240194444444	17.3102895686757	17.3102895686757	17.3102895686757	17	45.43	-109.17	Open	-1354029	2547176	-1027125	2564831
1138	44.8050277777778	-113.240194444444	17.2408719745079	17.2408719745079	17.2408719745079	17	45.43	-109.17	Open	-1354029	2547176	-1027125	2564831
1139	44.8081111111111	-113.231166666667	16.8267306054488	16.8267306054488	16.8267306054488	17	45.43	-109.16	Open	-1353266	2547385	-1026350	2564723
1140	44.8081111111111	-113.231166666667	16.6191963536326	16.6191963536326	16.6191963536326	17	45.43	-109.16	Open	-1353266	2547385	-1026350	2564723
1141	44.8081111111111	-113.231166666667	16.2201456345985	16.2201456345985	16.2201456345985	16	45.39	-109.4	Open	-1353266	2547385	-1045569	2562936
1142	44.8081111111111	-113.231166666667	16.1546157511934	16.1546157511934	16.1546157511934	16	45.39	-109.4	Open	-1353266	2547385	-1045569	2562936
1143	44.8081111111111	-113.231166666667	16.066300756823	16.066300756823	16.066300756823	16	45.39	-109.4	Open	-1353266	2547385	-1045569	2562936
1144	44.8077777777778	-113.230055555556	16.0576814988329	16.0576814988329	16.0576814988329	16	45.39	-109.4	Open	-1353186	2547333	-1045569	2562936
1145	44.8077777777778	-113.230055555556	15.986159208603	15.986159208603	15.986159208603	16	45.39	-109.4	Open	-1353186	2547333	-1045569	2562936
1146	44.8077777777778	-113.230055555556	15.6799672782573	15.6799672782573	15.6799672782573	16	45.39	-109.4	Open	-1353186	2547333	-1045569	2562936
1148	45.7929444444444	-111.463555555556	10.42	9.58	10	10	46.25	-109.29	Open	-1198003	2631556	-1023731	2656298
1186	45.4358055555556	-112.445583333333	5.66	5.2	5.43	5	45.68	-111.37	Open	-1280178	2605236	-1192838	2617998
1204	45.4358333333333	-112.445138888889	5.66	5.2	5.43	5	45.68	-111.37	Open	-1280143	2605233	-1192838	2617998
1212	45.04075	-112.255083333333	10.2	8.9	9.55	10	45.51	-110.1	Open	-1272973	2559390	-1097826	2584029
1213	34.31478	-117.469842	17	17	17	17	33.5	-112.18	Open	-1944067	1470703	-1485914	1285915
1214	34.31478	-117.469842	16.8	16.8	16.8	17	33.5	-112.18	Open	-1944067	1470703	-1485914	1285915
1215	34.31478	-117.469842	16.6	16.6	16.6	17	33.5	-112.18	Open	-1944067	1470703	-1485914	1285915
1216	34.31478	-117.469842	16.2	16.2	16.2	16	33.55	-112.49	Open	-1944067	1470703	-1513136	1296309
1217	34.31478	-117.469842	16.3	16.3	16.3	16	33.55	-112.49	Open	-1944067	1470703	-1513136	1296309
1218	34.31478	-117.469842	15.95	15.95	15.95	16	33.55	-112.49	Open	-1944067	1470703	-1513136	1296309
1219	34.31478	-117.469842	15.4	15.4	15.4	15	33.59	-112.79	Open	-1944067	1470703	-1539594	1305527
1220	34.31478	-117.469842	15.3	15.3	15.3	15	33.59	-112.79	Open	-1944067	1470703	-1539594	1305527
1221	34.297939	-117.467096	16.2	16.2	16.2	16	33.53	-112.49	Open	-1944244	1468811	-1513521	1294109
1222	34.297939	-117.467096	15.5	15.5	15.5	16	33.53	-112.49	Open	-1944244	1468811	-1513521	1294109
1223	34.297939	-117.467096	14.95	14.95	14.95	15	33.57	-112.79	Open	-1944244	1468811	-1539987	1303328
1224	34.297939	-117.467096	14.9	14.9	14.9	15	33.57	-112.79	Open	-1944244	1468811	-1539987	1303328
1225	34.297939	-117.467096	13.6	13.6	13.6	14	33.62	-113.1	Open	-1944244	1468811	-1567116	1313892
1226	34.321863	-117.491704	15.65	15.65	15.65	16	33.55	-112.51	Open	-1945835	1471922	-1514952	1296627
1227	34.321863	-117.491704	15.5	15.5	15.5	16	33.55	-112.51	Open	-1945835	1471922	-1514952	1296627
1228	34.321863	-117.491704	15.3	15.3	15.3	15	33.6	-112.82	Open	-1945835	1471922	-1542120	1307113
1229	34.321863	-117.491704	14.4	14.4	14.4	14	33.64	-113.12	Open	-1945835	1471922	-1568529	1316420
1230	34.321863	-117.491704	14.2	14.2	14.2	14	33.64	-113.12	Open	-1945835	1471922	-1568529	1316420
1231	35.061	-117.103	13.04	13.04	13.04	13	35.73	-114.52	Open	-1893021	1544675	-1649965	1569788
1232	35.061	-117.103	13.05	13.05	13.05	13	35.73	-114.52	Open	-1893021	1544675	-1649965	1569788
1233	35.061	-117.103	13.06	13.06	13.06	13	35.73	-114.52	Open	-1893021	1544675	-1649965	1569788
1234	35.061	-117.103	13.07	13.07	13.07	13	35.73	-114.52	Closed	-1893021	1544675	-1649965	1569788
1235	35.04878	-117.075257	13.697	13.697	13.697	14	35.77	-114.3	Open	-1890874	1542789	-1629753	1570386
1239	35.022	-117.024	14.8	14.8	14.8	15	35.8	-114.06	Closed	-1887008	1538847	-1608004	1569596
1240	35.025	-117.048	15.89	15.89	15.89	16	35.86	-113.89	Closed	-1889053	1539652	-1591791	1573332
